epsilon,psi_radians,gap,quadratic,ratio_to_quadratic
0.03,1.5795229730548683,0.0005199270785544833,0.0005196152422706632,1.000600129208022
0.03,1.5882496193148399,0.0005199264378517277,0.0005196152422706632,1.000598896174994
0.03,1.5969762655748114,0.0005199253719628034,0.0005196152422706632,1.0005968448708027
0.03,1.6057029118347832,0.0005199238838083979,0.0005196152422706632,1.000593980916314
0.03,1.6144295580947547,0.0005199219774618193,0.0005196152422706632,1.000590312150613
0.03,1.6231562043547265,0.0005199196581445275,0.0005196152422706632,1.0005858486224037
0.03,1.631882850614698,0.0005199169322083121,0.0005196152422706632,1.0005806025557114
0.03,1.6406094968746698,0.0005199138071183271,0.0005196152422706632,1.000574588317231
0.03,1.6493361431346414,0.0005199102914327394,0.0005196152422706632,1.0005678223771628
0.03,1.6580627893946132,0.0005199063947808145,0.0005196152422706632,1.0005603232670368
0.03,1.6667894356545847,0.0005199021278334547,0.0005196152422706632,1.0005521115230143
0.03,1.6755160819145565,0.0005198975022781434,0.0005196152422706632,1.0005432096376672
0.03,1.684242728174528,0.0005198925307829435,0.0005196152422706632,1.000533641990694
0.03,1.6929693744344996,0.0005198872269652559,0.0005196152422706632,1.000523434788795
0.03,1.7016960206944713,0.0005198816053525441,0.0005196152422706632,1.000512615990087
0.03,1.710422666954443,0.0005198756813425242,0.0005196152422706632,1.0005012152274881
0.03,1.7191493132144147,0.000519869471163285,0.0005196152422706632,1.0004892637319698
0.03,1.7278759594743862,0.0005198629918262176,0.0005196152422706632,1.0004767942419697
0.03,1.736602605734358,0.0005198562610804164,0.0005196152422706632,1.0004638409156357
0.03,1.7453292519943295,0.0005198492973663152,0.0005196152422706632,1.0004504392415996
0.03,1.7540558982543013,0.000519842119760948,0.0005196152422706632,1.00043662593363
0.03,1.7627825445142729,0.0005198347479292072,0.0005196152422706632,1.0004224388368301
0.03,1.7715091907742444,0.0005198272020695967,0.0005196152422706632,1.0004079168232387
0.03,1.7802358370342162,0.0005198195028574692,0.0005196152422706632,1.000393099682591
0.03,1.7889624832941877,0.000519811671389028,0.0005196152422706632,1.0003780280145487
0.03,1.7976891295541595,0.0005198037291244098,0.0005196152422706632,1.0003627431191644
0.03,1.806415775814131,0.0005197956978284951,0.0005196152422706632,1.00034728688297
0.03,1.8151424220741028,0.0005197875995111899,0.0005196152422706632,1.0003317016640494
0.03,1.8238690683340744,0.0005197794563662218,0.0005196152422706632,1.0003160301742515
0.03,1.8325957145940461,0.0005197712907116077,0.0005196152422706632,1.0003003153646197
0.03,1.8413223608540177,0.0005197631249290915,0.0005196152422706632,1.0002846003088401
0.03,1.8500490071139892,0.0005197549814007202,0.0005196152422706632,1.0002689280811825
0.03,1.858775653373961,0.0005197468824486356,0.0005196152422706632,1.0002533416406285
0.03,1.8675022996339325,0.0005197388502744685,0.0005196152422706632,1.0002378837142365
0.03,1.8762289458939043,0.0005197309068974642,0.0005196152422706632,1.0002225966780642
0.03,1.8849555921538759,0.0005197230740937269,0.0005196152422706632,1.0002075224402434
0.03,1.8936822384138476,0.0005197153733391134,0.0005196152422706632,1.00019270233108
0.03,1.9024088846738192,0.0005197078257458961,0.0005196152422706632,1.0001781769811608
0.03,1.911135530933791,0.0005197004520095299,0.0005196152422706632,1.0001639862189073
0.03,1.9198621771937625,0.0005196932723483012,0.0005196152422706632,1.0001501689544305
0.03,1.928588823453734,0.0005196863064501467,0.0005196152422706632,1.0001367630771818
0.03,1.9373154697137058,0.0005196795734160461,0.0005196152422706632,1.0001238053470136
0.03,1.9460421159736774,0.0005196730917115037,0.0005196152422706632,1.0001113313008059
0.03,1.9547687622336491,0.0005196668791109772,0.0005196152422706632,1.0000993751455178
0.03,1.9634954084936207,0.0005196609526534407,0.0005196152422706632,1.0000879696726712
0.03,1.9722220547535925,0.0005196553285925635,0.0005196152422706632,1.0000771461624665
