beta,parameter,realization,seed,N,pairs,local,regional,sum_W_real,sum_W_imag,area,null,corr,corr_centered,corr_centered_rms
0.1,6,9,6009,144,385,0.3537693311216551,49.94949466141631,49.94949015295142,0.021222418942579653,499.07075049056357,4.324671033062296,0.9479938328373488,-0.4326066600188545,-0.33885137211289745
0.1,8,9,6009,256,705,0.35186968782646366,88.29606134320439,88.29585333088525,-0.19165931678843517,886.4786221843005,5.7387461682171965,0.9472018056363015,-0.4458409979893787,-0.34883830963575857
0.1,10,9,6009,400,1121,0.35304639166002105,138.60853711573702,138.60846275800952,-0.14357306897761368,1385.986276264735,7.198235084348114,0.949942425859384,-0.4122268927744261,-0.3252320496090665
0.1,12,9,6009,576,1633,0.35269685820922203,199.41251000823115,199.412329736275,0.26813603640452555,1994.3035833416097,8.642569270335546,0.9506704811876543,-0.4120822650946933,-0.32249418245836764
0.4,4,9,6009,64,161,1.3862005111065168,88.63606266042353,88.63524234049238,-0.3813386745592238,222.0864206151028,11.114534420973358,0.9978004197340735,-0.24817122691663493,-0.17561547070820602
0.4,6,9,6009,144,385,1.3882177730250114,199.71161795481004,199.71153239757672,-0.18486086568800442,499.07075049056357,16.699010180474172,0.9978122933140375,-0.2609654732577641,-0.18822526378508334
0.4,8,9,6009,256,705,1.3836002092860902,353.8474441269935,353.84713271061804,-0.46945466238942585,886.4786221843005,22.191611885882544,0.9977551249892278,-0.2888367800685267,-0.2120137455784568
0.4,10,9,6009,400,1121,1.3872616236413569,554.3626685756166,554.362297394489,-0.6415121066781962,1385.986276264735,27.81524131795512,0.9977652192568743,-0.25564001932161107,-0.1903268598120528
0.4,12,9,6009,576,1633,1.3860517674189694,797.5659468996597,797.5653975116514,0.9361335546598873,1994.3035833416097,33.358366140865066,0.9977413334831349,-0.2599741081424524,-0.19179626863067392
0.0,4,10,6010,64,161,0.08999933730618276,0.07025279480571835,-0.03588647494186992,-0.060395497301213685,221.30661197730714,0.8095500338198536,-0.474749826329122,-0.47549695607660597,-0.38142086374749024
0.0,6,10,6010,144,385,0.08248978981340455,0.05884913584132727,-0.014574181183474533,-0.05701591034178308,498.5879747343218,1.1221803713113931,-0.4167328820050735,-0.41680414775652974,-0.33774507818455696
0.0,8,10,6010,256,705,0.0886534703064642,0.04928029493054992,0.018389824744150296,0.04572047478232724,886.7035285878832,1.6246761212968945,-0.41258090577710954,-0.4125559378829405,-0.33179041192695513
0.0,10,10,6010,400,1121,0.08843997297085884,0.13383915505507984,0.10407959673268197,-0.08414485706102304,1386.2327901685017,2.0129095928802014,-0.4218966969105029,-0.4219392819317238,-0.3385890692864321
0.0,12,10,6010,576,1633,0.08786336767416297,0.04020543099931807,0.03903072541994934,-0.00964775388541017,1995.2544513295902,2.3964146962177257,-0.4150350582219481,-0.41505216750655516,-0.3310774724519196
0.1,4,10,6010,64,161,0.35025762715268105,22.071798982304376,22.071692834182528,-0.06845252915836007,221.30661197730714,2.8803931506350144,0.9581913651520356,-0.46004459709742324,-0.36487658333763334
0.1,6,10,6010,144,385,0.3515846623997751,49.78825097063971,49.78813226314992,0.10872195038618623,498.5879747343218,4.301499478738057,0.9567646552537634,-0.3953916495870991,-0.3200695849650549
0.1,8,10,6010,256,705,0.35297155047589135,88.64759509594,88.64758998588648,-0.03009963264752162,886.7035285878832,5.777511064097037,0.951290448787649,-0.39657934440319625,-0.3176333555837351
0.1,10,10,6010,400,1121,0.35282204683536667,138.5586202696961,138.5584076477605,-0.24273680985364537,1386.2327901685017,7.22009797494044,0.9501187348949984,-0.40753165141026637,-0.32700876611346547
0.1,12,10,6010,576,1633,0.35255715107314123,199.4628847579822,199.46287224940835,-0.07063987753392761,1995.2544513295902,8.660683311426244,0.9525445802186346,-0.39998963330579346,-0.31859973274728537
0.4,4,10,6010,64,161,1.3824697022152992,88.39447928912375,88.39443076155572,-0.09262362472978389,221.30661197730714,11.0949917783664,0.9980860612503892,-0.3452783126246373,-0.254319590330986
0.4,6,10,6010,144,385,1.3847117464013228,199.19717319235824,199.1962515961501,0.6059355325700844,498.5879747343218,16.659024418999696,0.9979886987378825,-0.22631369979001975,-0.17271198870737486
0.4,8,10,6010,256,705,1.3863419038098859,354.5352840243729,354.5351904693135,-0.2575599549370674,886.7035285878832,22.247865681821587,0.9978303883364036,-0.238216950046877,-0.18021726400806198
0.4,10,10,6010,400,1121,1.3861943022685153,553.9218578058087,553.921391800844,-0.718512668231538,1386.2327901685017,27.808054384103873,0.9978190046528546,-0.25358008963826734,-0.1948476696661522
0.4,12,10,6010,576,1633,1.3863498619049754,797.7344371362956,797.7343968213736,-0.25361624847948555,1995.2544513295902,33.377103051190225,0.9978519487149813,-0.2429263308620185,-0.1848547827131457
0.0,4,11,6011,64,161,0.08561104096306314,0.05586026969544536,-0.04178171314639201,0.037076383008601374,220.88034561770536,0.7673311581754785,-0.39024797690308366,-0.3887094873037836,-0.31686087586666983
0.0,6,11,6011,144,385,0.08337384625859422,0.16622111740563586,0.006075824431345911,0.16611003650910935,498.78358949345744,1.127397608682987,-0.38143016902519383,-0.38121402040193053,-0.3050753118689244
0.0,8,11,6011,256,705,0.08662155615504606,0.2356645005268469,-0.01855952557734364,-0.23493254525270046,887.6115566840432,1.5620829076602867,-0.3970307289660651,-0.39698031463753386,-0.3139212624597028
0.0,10,11,6011,400,1121,0.0851785835947129,0.0003532911201794551,9.302817617262704e-05,-0.00034082308319074994,1385.2734393679523,1.9068429323895946,-0.39310275453312776,-0.39310301535892905,-0.315251562704168
0.0,12,11,6011,576,1633,0.0847152525868076,0.011079419277045045,0.00672143151243354,-0.008807717635132425,1996.3303859044377,2.286945914825849,-0.4023392778695591,-0.4023434636972295,-0.3234002216297061
0.1,4,11,6011,64,161,0.34966681045815773,22.066837036079736,22.066790024682433,-0.04554979117563775,220.88034561770536,2.871877308991632,0.9643105916100351,-0.36562427263195124,-0.29633327989016367
0.1,6,11,6011,144,385,0.35120774914195935,49.91934402358886,49.91932403905908,0.04466798446233686,498.78358949345744,4.318336393629455,0.9669807307228078,-0.36570460384510706,-0.28965232600918134
0.1,8,11,6011,256,705,0.3518724263551472,88.77241623351806,88.7713460326039,-0.43589849355158206,887.6115566840432,5.776621265190561,0.9633987122747537,-0.38957310382523846,-0.30466900545272835
0.1,10,11,6011,400,1121,0.35166112078087736,138.70119015629433,138.7011757663212,-0.06318079290405731,1385.2734393679523,7.207630827026597,0.9636192250296438,-0.386638701781039,-0.30712126788440797
0.1,12,11,6011,576,1633,0.35151116227265167,199.68136637834422,199.68113907924277,-0.3012884641686674,1996.3303859044377,8.645550296758582,0.9637533356832333,-0.3962918371815173,-0.3132972693258126
0.4,4,11,6011,64,161,1.3823606479039998,88.39299227006072,88.3925052381689,-0.29342831372833883,220.88034561770536,11.09637495510231,0.9983975414920694,-0.24241057769242463,-0.17316358132330134
0.4,6,11,6011,144,385,1.3876995889758454,199.65932457234902,199.65906868294235,-0.3196581716779767,498.78358949345744,16.703675869696472,0.9983224338019709,-0.21383668336856035,-0.15951138635295056
0.4,8,11,6011,256,705,1.3883830245972213,355.1425819563108,355.1410627071476,-1.038796338448227,887.6115566840432,22.290621938175175,0.99835151966348,-0.2556082963357221,-0.18936379246411356
0.4,10,11,6011,400,1121,1.3880838000431441,554.8044810758672,554.8044239807563,-0.25170070236663533,1385.2734393679523,27.854399293010076,0.9983730883676537,-0.24840896653172104,-0.1875960342125537
0.4,12,11,6011,576,1633,1.3877364990507743,798.7052618093846,798.7043920224338,-1.1787307037692263,1996.3303859044377,33.41595122311043,0.998355245538559,-0.24089373960879193,-0.1798199802318465
0.0,4,12,6012,64,161,0.09944888034284873,0.1532334127139334,-0.11554290896519692,0.10064946577016125,221.88260909423747,0.9118854454474283,-0.41618092637061455,-0.41773738025346163,-0.34154885684363206
0.0,6,12,6012,144,385,0.0895469161842873,0.07899006094740098,0.07109987677579088,-0.03441274837820242,498.37133886422265,1.2314617631315918,-0.41302780491238267,-0.41287860478259375,-0.3364037132465834
0.0,8,12,6012,256,705,0.08950784042897067,0.1344695304749232,-0.038731104656678284,-0.1287709445419258,886.8243079468649,1.6114693299444875,-0.41066533608259687,-0.4106544066765167,-0.3348817973838368
0.0,10,12,6012,400,1121,0.08997879503980862,0.1091806871388866,-0.09746259422364201,-0.049208385172825386,1386.933653361245,2.061367640095689,-0.40465971672007656,-0.40470978747116054,-0.3292055600313402
0.0,12,12,6012,576,1633,0.09040737195793143,0.14647064246593128,0.044252135787063995,0.13962592016766057,1994.9605927295793,2.50216050998625,-0.41318952026766065,-0.41319641620406233,-0.3296926365671617
0.1,4,12,6012,64,161,0.35462503526524636,22.06404692329183,22.064032971219305,0.0248128630155839,221.88260909423747,2.9025260967352766,0.9166643230378749,-0.38093004657001817,-0.3124240406580451
0.1,6,12,6012,144,385,0.3532905975888932,49.81130312777936,49.811300861973095,-0.015024164543633811,498.37133886422265,4.328703227446522,0.9404441554107886,-0.38669631558715933,-0.3131582365307736
0.1,8,12,6012,256,705,0.35266730914403166,88.57264476335378,88.57264462606793,-0.004931484873800809,886.8243079468649,5.765316795382443,0.9479996572280371,-0.38917745654442426,-0.3150680302722954
0.1,10,12,6012,400,1121,0.3530115564603618,138.54502617264325,138.54501808975965,-0.047325326940195006,1386.933653361245,7.235165796013918,0.9495677048834781,-0.3902760839621442,-0.31425822860397573
0.1,12,12,6012,576,1633,0.3534228667929377,199.4421051395196,199.44200033942408,0.2044580454605587,1994.9605927295793,8.686477716648938,0.9461225937592169,-0.39265187491551207,-0.3131495064715714
0.4,4,12,6012,64,161,1.3862922369906776,88.60299246683901,88.60276061177281,-0.20269694524816098,221.88260909423747,11.122313367610305,0.9964104623056654,-0.20891125748157208,-0.16288056754740116
0.4,6,12,6012,144,385,1.3836083610559673,199.03190849318855,199.03190381756502,0.043141586960051215,498.37133886422265,16.647463519558663,0.9974527996673117,-0.22354521832660587,-0.17207731086709105
0.4,8,12,6012,256,705,1.3857432990960938,354.4069614110002,354.40677181824174,0.3665868941305501,886.8243079468649,22.232331334491555,0.9978038925074759,-0.2267550697614867,-0.1758832048504597
0.4,10,12,6012,400,1121,1.3875823461483412,554.4724617079746,554.4724601417096,-0.0416761522423465,1386.933653361245,27.840276411643412,0.9977819507670673,-0.257639459586858,-0.19509664982188157
0.4,12,12,6012,576,1633,1.3862712939921011,797.6353447231457,797.6352449503352,0.39895442133920195,1994.9605927295793,33.37662856395353,0.9976544700374282,-0.25153387449894543,-0.1918433849514264
0.0,4,13,6013,64,161,0.08860064774868531,0.11292976560553807,0.1112849132947682,0.019204167065970196,222.0960042584076,0.8086486761330393,-0.40416445194044437,-0.40368391973775447,-0.3240957163948864
0.0,6,13,6013,144,385,0.08468908838054949,0.05934974630639957,-0.05802838053487269,0.01245389252940611,498.9247969674275,1.1671065119152244,-0.41531789228578064,-0.41516547251198177,-0.324922831059519
0.0,8,13,6013,256,705,0.08598448432925496,0.04888930308097165,0.048597464892835784,-0.005333888050259139,886.9483698273743,1.5637448959602922,-0.3961345924729484,-0.39615999506225014,-0.31766164649679907
0.0,10,13,6013,400,1121,0.08898329656000209,0.08985168194607719,-0.08968721821381953,0.0054339338978067475,1385.1537748336505,2.020873039865592,-0.41596332645017386,-0.4159465469144913,-0.33332870818011096
0.0,12,13,6013,576,1633,0.08810414307146017,0.08707745219516805,0.025168907970955612,0.08336071468234509,1993.7249463054984,2.3985119218435216,-0.4119697924799632,-0.4119367449088598,-0.33149357713770133
0.1,4,13,6013,64,161,0.35637378527315466,22.3470646483298,22.347054738942816,-0.021044983365263843,222.0960042584076,2.9066781085092463,0.9412074487444722,-0.3889262719465631,-0.31154315495450785
0.1,6,13,6013,144,385,0.3534387365704178,49.91184419447729,49.91184273916147,0.012053007534544774,498.9247969674275,4.320271088792657,0.9472735121937849,-0.4024940560527502,-0.3096230142722061
0.1,8,13,6013,256,705,0.3533821410992477,88.80047512639922,88.80047411324604,-0.013414058544391344,886.9483698273743,5.769138181283416,0.9508267426463829,-0.38309407439430354,-0.30387375464241273
0.1,10,13,6013,400,1121,0.3526012293316548,138.33508703457744,138.3350373906232,0.1171964120365652,1385.1537748336505,7.212004456228036,0.9494336698678839,-0.40236199252752636,-0.32057891687747087
0.1,12,13,6013,576,1633,0.35258875834982834,199.22143680695285,199.2212147870312,0.2974259677577404,1993.7249463054984,8.643733280756381,0.9484515682152878,-0.39621962207458183,-0.3169986841525865
0.4,4,13,6013,64,161,1.3928005835707313,89.05447709683311,89.05436421588695,-0.14179243465896751,222.0960042584076,11.170388852906445,0.9976843940622375,-0.2565094419190042,-0.1936966005891211
0.4,6,13,6013,144,385,1.38915209869036,199.82145639283883,199.82145609825048,0.010850352549970771,498.9247969674275,16.70994382275559,0.9976170567642478,-0.23002463535706325,-0.17017112574118462
0.4,8,13,6013,256,705,1.3883289599790327,355.05610605498543,355.0561040583057,-0.03765457002679029,886.9483698273743,22.275781498949133,0.9978353066957915,-0.21128671012198616,-0.15945182816394585
0.4,10,13,6013,400,1121,1.3854385212611071,553.6093961324077,553.6092112171344,0.4524838464528492,1385.1537748336505,27.792927397026748,0.9977773994035449,-0.2536350351789012,-0.19247396249158555
0.4,12,13,6013,576,1633,1.3847504495920961,796.8099064392221,796.809352424212,0.9396217269839172,1993.7249463054984,33.329752777392066,0.9977720392724069,-0.24349518027587982,-0.18506733973588457
0.0,4,14,6014,64,161,0.09009471246334155,0.09062901664391375,0.08806090881323536,-0.021421834581329423,221.23488010473602,0.8141336851167055,-0.4045543980989485,-0.4040469883119434,-0.3267880231959738
0.0,6,14,6014,144,385,0.08604500279234911,0.061601020502726644,-0.06123428446264256,-0.00671179061991059,499.3433790573837,1.195336524530398,-0.413593413019292,-0.4135815450974694,-0.32364928562724044
0.0,8,14,6014,256,705,0.09053686232789832,0.1788742465574188,-0.0017778851022565156,-0.1788654108709882,887.6028146041226,1.6794217661176076,-0.4322107072333099,-0.432268019300416,-0.33710192979604175
0.0,10,14,6014,400,1121,0.09462293287722474,0.09538672426316686,0.08823985823287206,-0.03622643488807678,1386.1191645168747,2.1770887755529276,-0.4295963437301461,-0.42959961792873314,-0.33605834760278375
0.0,12,14,6014,576,1633,0.09274063959258932,0.10000824922959885,0.05021158662972791,0.08648957441272842,1995.1028364251126,2.5451661945831456,-0.42186813672985324,-0.4218712246911539,-0.33152688267997527
0.1,4,14,6014,64,161,0.3523709043703205,22.110167126501917,22.1101237143324,0.04381436707329861,221.23488010473602,2.8765646378811742,0.9442804633750997,-0.41038669597790994,-0.3195435012230263
0.1,6,14,6014,144,385,0.35311129335709435,49.86951675118106,49.86951032493373,0.025316944068325797,499.3433790573837,4.325926216132246,0.948386176723681,-0.3915511389687826,-0.3030850741564531
0.1,8,14,6014,256,705,0.3533519495288321,88.75009389073747,88.75008053997509,-0.04868020802035321,887.6028146041226,5.802257340713271,0.9490395256750399,-0.41635380517729015,-0.32009042535014925
0.1,10,14,6014,400,1121,0.35439367926263876,138.77427218181538,138.7742707559715,-0.01989323743619749,1386.1191645168747,7.2802795399797855,0.9434328569282473,-0.4151038475655284,-0.32386454385033675
0.1,12,14,6014,576,1633,0.3533518708071332,199.57425002061055,199.57418974634436,0.15510763782186054,1995.1028364251126,8.709541997865433,0.9477828013474104,-0.40969413347935435,-0.3205378613159763
0.4,4,14,6014,64,161,1.3789260552309042,88.17663745152825,88.1763121308899,0.23952297203717332,221.23488010473602,11.06072328288188,0.9980401497725806,-0.2628093841551763,-0.17350613541524162
0.4,6,14,6014,144,385,1.3878552808110673,199.6617810623542,199.66174415312287,0.12140314813303849,499.3433790573837,16.70254328255563,0.9979693243254418,-0.19964579759070766,-0.14435515443497263
0.4,8,14,6014,256,705,1.3881413288550526,355.00582043055965,355.0056558152071,0.34187540053154725,887.6028146041226,22.28458923459317,0.9977965307693087,-0.24960595824582787,-0.18154732284424285
0.4,10,14,6014,400,1121,1.3885728856434678,554.832364212643,554.8323634491873,0.029106354919436,1386.1191645168747,27.870117724355648,0.9975931281427932,-0.27429605333713875,-0.20456090867686677
0.4,12,14,6014,576,1633,1.38711856907013,798.1462058480324,798.1461242254882,0.36096182804922616,1995.1028364251126,33.40875045550212,0.9977031908607729,-0.2695382181408735,-0.20315530368425214
0.0,4,15,6015,64,161,0.09326018601749528,0.08822004474757046,0.07798261062409217,0.04124910587533456,221.9970058346903,0.8316583424109733,-0.4226268791457465,-0.4238321113107889,-0.3424338476648348
0.0,6,15,6015,144,385,0.09308764727618403,0.07276741388181267,0.03490606583425526,-0.06384875167943113,498.52480603086826,1.2421393592065306,-0.4298091279624048,-0.4296908445769368,-0.35046875224876783
0.0,8,15,6015,256,705,0.0907422025929897,0.267876741252986,0.24154593303798455,-0.11581671182143224,887.1959214884231,1.6228422661732074,-0.42443715477543476,-0.42435455293245367,-0.34277161128758177
0.0,10,15,6015,400,1121,0.091313214069568,0.08118428175276893,0.048243740482936115,0.06529493937456471,1384.3163720694713,2.0423548321512675,-0.4165326085510805,-0.4165118611662166,-0.3387711551723524
0.0,12,15,6015,576,1633,0.08981355476923479,0.1899353856812476,0.17255311977049992,-0.07937802965148343,1995.6184324522521,2.4137278773268114,-0.41861183707482963,-0.4185683981199723,-0.3403539058100718
0.1,4,15,6015,64,161,0.35472379634816426,22.137900173443533,22.137888591858836,-0.02264473001826174,221.9970058346903,2.8865196235550017,0.9307970539120637,-0.40747988116891765,-0.3270592791386197
0.1,6,15,6015,144,385,0.35415029396157455,49.84417882506165,49.84415704429548,0.04659708503252017,498.52480603086826,4.334996550680775,0.9379676714661669,-0.4156766568066277,-0.33702491306944743
0.1,8,15,6015,256,705,0.35405191556162885,88.74996748625425,88.74995918316849,0.03839006532243394,887.1959214884231,5.7816115731447955,0.9430986134092589,-0.4082524735780461,-0.3253233638220441
0.1,10,15,6015,400,1121,0.3531138317627635,138.21781958166636,138.2177345827161,0.15328643748730766,1384.3163720694713,7.208412524289096,0.9432378914696865,-0.40089532433917435,-0.32285760669602326
0.1,12,15,6015,576,1633,0.3532810136890617,199.38968047794705,199.38964436335982,-0.12000729443368005,1995.6184324522521,8.655896835697996,0.9455078478623795,-0.40438973779852266,-0.32569093986940817
0.4,4,15,6015,64,161,1.3816298223856347,88.317866595082,88.31760653556307,-0.21432623769905465,221.9970058346903,11.081084254622551,0.9971586671000571,-0.204516626502989,-0.1618187470261386
0.4,6,15,6015,144,385,1.385365742373974,199.27226837045728,199.2719099796791,0.37793459516837735,498.52480603086826,16.670885679349347,0.9974149171134444,-0.2550246960079083,-0.19905031133565868
0.4,8,15,6015,256,705,1.3853436990401957,354.27555319388205,354.27519893356,0.501010396754048,887.1959214884231,22.230860435026308,0.997575540208127,-0.23691123214408571,-0.17943468915966157
0.4,10,15,6015,400,1121,1.3833298138213326,552.7263646075206,552.7262071094156,0.41726093182554347,1384.3163720694713,27.747587847661173,0.9975592982212238,-0.24077868476912462,-0.18132267460818813
0.4,12,15,6015,576,1633,1.3851761616766494,797.0409548006701,797.0409180941276,-0.24189508878024552,1995.6184324522521,33.34054355154285,0.9976866832181265,-0.2534056154056029,-0.18984706127831721
0.0,4,16,6016,64,161,0.0748344545699148,0.1468315835100259,0.06727263101611891,-0.13051401086561865,221.64631084950298,0.6961226861338157,-0.39485223977542905,-0.39381079014250464,-0.3020253406997744
0.0,6,16,6016,144,385,0.08434014117475813,0.17242304828403415,-0.15990663566873176,0.06449477070790977,498.70154234499336,1.139769269586898,-0.38173230209702935,-0.38153239475648854,-0.3066335062235166
0.0,8,16,6016,256,705,0.08571975673607915,0.1016978178138495,0.07586094357915885,0.06773155385327138,887.4659825716296,1.5509726294092838,-0.38014923432232434,-0.38021067519363805,-0.3095087794208713
0.0,10,16,6016,400,1121,0.08375988162557504,0.07146454090722293,0.04318550740334448,-0.05694025427933931,1385.9536850216498,1.8894461805176075,-0.37992167512838054,-0.37992690794329775,-0.3062558643258969
0.0,12,16,6016,576,1633,0.08588315671529151,0.14808199383008067,0.05783098964980171,0.13632260829670395,1994.976291617913,2.306528878039435,-0.3787327754155307,-0.3787335141887646,-0.308083580448592
0.1,4,16,6016,64,161,0.35344035073846947,22.37150603066224,22.371353147678903,-0.08270684248740538,221.64631084950298,2.8888474770891173,0.9730268905979959,-0.3936065148359212,-0.2891786371110033
0.1,6,16,6016,144,385,0.35081646529687166,49.803248570941676,49.80322617841027,0.047227546135884646,498.70154234499336,4.318043848969827,0.964419106503201,-0.36819354743544663,-0.2871425529894571
0.1,8,16,6016,256,705,0.35224804558348743,88.94674637867763,88.946639347826,0.13798579844991307,887.4659825716296,5.7934124537431835,0.9653859123369971,-0.36408523471281984,-0.29466852723110376
0.1,10,16,6016,400,1121,0.3511291169364999,138.58207487918392,138.58204893258613,0.08480251200608781,1385.9536850216498,7.200571936239911,0.9659192631244037,-0.3677284888423268,-0.2954319024811723
0.1,12,16,6016,576,1633,0.3515764301360739,199.55807096737638,199.55803602127565,0.11809975308241204,1994.976291617913,8.648962975938506,0.9631231509819164,-0.3666763339278556,-0.2975824359063571
0.4,4,16,6016,64,161,1.3961428807875589,89.2836153412684,89.28359469766727,0.060714662647238016,221.64631084950298,11.200597258468171,0.9985513126698016,-0.24648983520019813,-0.18795164504409498
0.4,6,16,6016,144,385,1.3880492971472602,199.69262467303443,199.6926246206473,-0.00457412758018412,498.70154234499336,16.71488629292459,0.9981024490302711,-0.22530430012868366,-0.16764252161892104
0.4,8,16,6016,256,705,1.390153235417889,355.55914559479453,355.55897456056647,0.34874853223984853,887.4659825716296,22.325813949316224,0.9981305263661588,-0.24039487021690256,-0.18713834079701983
0.4,10,16,6016,400,1121,1.3866479177603843,554.1988738995921,554.1986392081344,0.5100308108623883,1385.9536850216498,27.82473002526685,0.9982814111676305,-0.2399109884441129,-0.18503698964998966
0.4,12,16,6016,576,1633,1.3867500984518517,798.0586536369676,798.0586511161532,0.06343118743956189,1994.976291617913,33.39069318261026,0.9981470938064568,-0.23122805684398187,-0.1812268263794477
0.0,4,17,6017,64,161,0.08112454424752645,0.04101646189967374,-0.025389567752089004,-0.03221366163802976,221.9861526853434,0.7294712062230228,-0.40630233983573644,-0.4059599805577702,-0.3190580149098584
0.0,6,17,6017,144,385,0.08821593735473299,0.2091925217852753,0.057589974279288025,0.20110918933105426,499.0648949783363,1.1869421157778943,-0.40436097670850324,-0.4051604337450158,-0.32674681420141116
0.0,8,17,6017,256,705,0.0947837646529517,0.13160434401250834,0.08024803523836654,-0.10430702854239746,887.1128423137812,1.7066138829573159,-0.4281139815473065,-0.4279719372372463,-0.34224930760340483
0.0,10,17,6017,400,1121,0.09354864258104875,0.06608959612504056,-0.0020306447637787883,0.06605839233446659,1386.0790616533532,2.0946087265454274,-0.41198067353242795,-0.4120246258849492,-0.3351594350925608
0.0,12,17,6017,576,1633,0.09392296211364032,0.06694696175736153,-0.05377740103921491,0.039873384932923306,1995.3357065448226,2.5226227892371633,-0.40967376668847477,-0.4096911871557304,-0.3349396657354898
0.1,4,17,6017,64,161,0.35257859356168836,22.20658541837723,22.20615500209556,-0.13826050264121176,221.9861526853434,2.8694124644022554,0.9542557218288442,-0.373417858773776,-0.3048690764420735
0.1,6,17,6017,144,385,0.3534461981465217,49.91828099192277,49.91826176161629,0.04381651874205039,499.0648949783363,4.327500569025054,0.9484720090558645,-0.3794322261969414,-0.309155084426808
0.1,8,17,6017,256,705,0.3545889003108045,88.76984586083475,88.76983984986609,-0.03266780505396974,887.1128423137812,5.804334020795769,0.9409151633887739,-0.4085455519954494,-0.32534810856311985
0.1,10,17,6017,400,1121,0.35428299577477335,138.74595458151242,138.74595424347638,0.009685156878694534,1386.0790616533532,7.250783529716283,0.9428216918460404,-0.3938101948554977,-0.319093092660835
0.1,12,17,6017,576,1633,0.3534281508379876,199.34753639893356,199.34751471682344,-0.0929760721843236,1995.3357065448226,8.684147959270467,0.9436858433565973,-0.39420835470644533,-0.3205960993150264
0.4,4,17,6017,64,161,1.3903037727271068,88.90196024524776,88.90078871163854,-0.4564010256507604,221.9861526853434,11.147240931134302,0.9980437304913422,-0.21833760591917634,-0.16744920567072374
0.4,6,17,6017,144,385,1.3868881471163585,199.50073636216464,199.50027712362734,-0.4280614930249881,499.0648949783363,16.68506837819088,0.9975096625964089,-0.22993418828534962,-0.1726017385784262
0.4,8,17,6017,256,705,1.3876681397960724,354.83866209673215,354.8386152937493,0.18224986541127058,887.1128423137812,22.268130881423986,0.9974593711718781,-0.2574007817002292,-0.1896733941159532
0.4,10,17,6017,400,1121,1.389007372323598,554.989931808951,554.9899089081968,-0.15943454948867458,1386.0790616533532,27.863417601912683,0.9974522030357159,-0.252022623711674,-0.19256957045904494
0.4,12,17,6017,576,1633,1.386088654744543,797.5515425316578,797.5513910704113,-0.49152444353609753,1995.3357065448226,33.36711981781287,0.9975879894081453,-0.2604421336066471,-0.19986387271747055
0.0,4,18,6018,64,161,0.08927301857046688,0.1568176798605467,0.147858729971849,0.05224538915499394,221.4606378724379,0.8028431428906355,-0.35910561545156183,-0.3598857263677371,-0.2953882272385074
0.0,6,18,6018,144,385,0.09090396231671447,0.15275990773186307,0.09211620800129339,0.12186137055568416,498.40583211162914,1.2348377063235096,-0.39282303798299184,-0.39311626375155456,-0.31924418368300383
0.0,8,18,6018,256,705,0.09026971688988364,0.09143201503255725,0.08431814984095043,-0.03535905796698785,887.2042147006705,1.6257962450353505,-0.4008316494198277,-0.4008611582412321,-0.32604233501094787
0.0,10,18,6018,400,1121,0.08917985540578643,0.1508931114076522,0.02855686249894296,-0.1481662467449945,1385.9900263268232,1.9983394384604276,-0.39791602754905475,-0.39790736219575573,-0.324430111126828
0.0,12,18,6018,576,1633,0.08848834515636322,0.04712048090813074,-0.04551241127051142,-0.012204922832912052,1994.7254320386724,2.38095709579974,-0.39746872393940297,-0.39746151106240274,-0.32270928282303135
0.1,4,18,6018,64,161,0.35405914808480377,22.213655172551373,22.213654847220905,-0.0038017834825427033,221.4606378724379,2.8954923044710736,0.9512695290255067,-0.3421522883679786,-0.2769422173909759
0.1,6,18,6018,144,385,0.35312615038511935,49.80025756351726,49.800204578815425,0.07264503279158542,498.40583211162914,4.332970970630391,0.9461562867078506,-0.3785472811596891,-0.30393362116307965
0.1,8,18,6018,256,705,0.3536444462345862,88.7200251651518,88.71992923789323,-0.13046581309992106,887.2042147006705,5.783073185782678,0.9456790610997933,-0.38002066049254035,-0.3079718242231111
0.1,10,18,6018,400,1121,0.35282111766545143,138.5234958382319,138.52321067964854,-0.281073382507659,1385.9900263268232,7.218350658780172,0.9505289729653903,-0.3792455247462958,-0.30750913342974373
0.1,12,18,6018,576,1633,0.3522115022296905,199.2418739889386,199.24187362724933,-0.012005303062731704,1994.7254320386724,8.647027668549509,0.9524750648945892,-0.37981853717625264,-0.307455892227419
0.4,4,18,6018,64,161,1.3830133102982876,88.4112103979393,88.41104319896806,-0.171943301395133,221.4606378724379,11.101578131416867,0.9975870781329329,-0.17787297766128782,-0.14353502870817467
0.4,6,18,6018,144,385,1.3829232128622628,198.9244838312902,198.9244696912578,-0.07500398050068241,498.40583211162914,16.64766433233295,0.9976071927298716,-0.21469345660409112,-0.17329203001090285
0.4,8,18,6018,256,705,1.3866702963917705,354.6270062484645,354.62676250205004,-0.41578607849868976,887.2042147006705,22.255324886785484,0.9977080588211383,-0.2209509972429106,-0.1761390001535421
0.4,10,18,6018,400,1121,1.3864494401366856,554.0075892022162,554.0071721310974,-0.6797947897956143,1385.9900263268232,27.81444751912494,0.9977276245546889,-0.22613816419824453,-0.1778252601832093
0.4,12,18,6018,576,1633,1.385225235064522,797.1040318244212,797.104031742809,-0.011406443752129847,1994.7254320386724,33.34748641129498,0.9978313316325608,-0.22880387688880194,-0.18032046657474135
