realization,shape,parameter,cells,area,perimeter,boundary_edges,W_real,W_imag,boundary_W_real,boundary_W_imag,identity_error,normalized_gap,deterministic_bound
1,rhombus,15,225,779.5810515593721,136.53900120472963,118,0.06199863554138885,0.021964116401316444,0.06199863554137725,0.021964116401313405,1.1986595281914695e-14,4.21856453606258e-05,0.002198103399113313
1,rhombus,20,400,1385.3890400282082,182.30431819731052,158,0.1275645369631806,0.08744148681133179,0.12756453696314082,0.08744148681132216,4.0923222034651786e-14,5.5817099760580165e-05,0.0018554189141216206
1,radial,2.8284271247461903,7,23.81009869393617,20.77446195808968,18,-0.08955494397444985,-0.012123274690377855,-0.08955494397445082,-0.012123274690375965,2.1257972759819698e-15,0.0018977619253098925,0.011232682754232448
1,radial,4.69041575982343,19,65.44068609358888,34.570917524066935,30,0.16790234222846134,-0.07078960926594176,0.16790234222845984,-0.07078960926593993,2.3668850885147743e-15,0.0013922161654737971,0.0075941220147349746
1,radial,7.615773105863909,55,190.52164608207656,61.93062203076641,54,0.07750339914527249,0.2639128164500841,0.0775033991452766,0.26391281645008735,5.253654653572345e-15,0.0007218542609657922,0.004837305861898764
1,radial,10.488088481701515,97,335.600445322368,90.3168554223734,78,0.16253896745066232,0.0557543078028475,0.16253896745068613,0.05575430780285303,2.444799209512022e-14,0.000256012111679864,0.0032432511592679863
1,radial,15.748015748023622,223,772.6535620079203,131.21218165027085,114,-0.17302822447889277,-0.3211846178671814,-0.17302822447888944,-0.3211846178671792,3.972442522218699e-15,0.00023608668203681425,0.0023537899387523656
1,radial,20.97617696340303,397,1375.155121085925,172.53574893324364,150,-0.12245949968683822,-0.08012058829339565,-0.12245949968691663,-0.08012058829344182,9.09936703639862e-14,5.320884351389047e-05,0.0018435643993899627
2,rhombus,2,4,13.713787495369528,16.49852812136135,14,0.033565078626117906,0.04762686064804951,0.03356507862611668,0.04762686064805144,2.286815630137959e-15,0.002124360177501244,0.012351817738798952
2,rhombus,4,16,54.98947115436962,34.53150937283621,30,0.04122488173854544,-0.17066266817695608,0.04122488173854709,-0.17066266817695586,1.6663172569541125e-15,0.0015964071888610939,0.008435802802234058
2,rhombus,7,49,169.47585511446027,62.38450768321666,54,0.034453667938481924,0.04268463573688169,0.0344536679384839,0.04268463573687348,8.450310804715656e-15,0.00016183619982212743,0.005044469645835381
2,rhombus,10,100,346.140403967269,89.80280514007453,78,-0.09273101494502223,-0.027480578472331207,-0.09273101494501408,-0.027480578472342823,1.4187538793663215e-14,0.00013970809641612874,0.00364213699902084
2,rhombus,15,225,781.3143255299647,136.43907413759774,118,-0.08392268046392504,-0.018960401119578113,-0.08392268046394498,-0.01896040111958609,2.1478344057924963e-14,5.505969605065732e-05,0.0021556184977604255
2,rhombus,20,400,1385.5115470190663,182.38764747149213,158,-0.09689192779012501,0.016879033722121947,-0.09689192779019995,0.016879033722164823,8.633836820225981e-14,3.549271885394945e-05,0.0014158831068181612
