beta,realization,seed,max_relative_junction_residual,N,pairs,local,regional,sum_W_real,sum_W_imag,area,null,corr,corr_centered,corr_centered_rms
0.02,16,5016,0.010000935493673178,324,901,0.11277135687556722,22.575691040017166,22.575601685873213,-0.0635173606969835,1122.1803872770663,2.2655229199037965,0.08163137721157697,-0.4253545046085727,-0.3465805955785146
0.05,16,5016,0.025015525315779146,324,901,0.1901877105580989,56.24529649597285,56.24521401435593,-0.09632444754828977,1122.1803872770663,3.6489499919785295,0.7570822954835755,-0.421163589798035,-0.34286578502917636
0.1,16,5016,0.050125603183545156,324,901,0.3539993187489216,112.36133602864237,112.36123456182713,-0.15100292563378273,1122.1803872770663,6.523270819952315,0.9441145890535704,-0.4094346763807359,-0.331860018985432
0.2,16,5016,0.10100896971859094,324,901,0.6962920289841301,224.593426567889,224.5932756567696,-0.26035988180479896,1122.1803872770663,12.630671018863833,0.9882389759667514,-0.37122663967475533,-0.2951313952330689
0.4,16,5016,0.20793564276638274,324,901,1.3874067571357662,449.0576133948945,449.05735784665444,-0.4790737941468023,1122.1803872770663,25.05020499702286,0.9976651049159128,-0.2629076796485415,-0.19991715964142018
0.0,17,5017,4.867396355570929e-15,324,901,0.0899179960030407,0.06220181463231892,-0.022516757631666273,-0.05798328525799623,1123.1785684715512,1.839744998933416,-0.4203076655825236,-0.4202346619514694,-0.3361823047438233
0.02,17,5017,0.010000987374496178,324,901,0.10880071926623844,22.457246102620985,22.457240334251665,-0.016096066150433103,1123.1785684715512,2.2269791734851156,0.11134911336940904,-0.41967473641161374,-0.33558898125095293
0.05,17,5017,0.025015606203704507,324,901,0.1864137150872637,56.176895411904994,56.17687597207667,0.04673476251089681,1123.1785684715512,3.631764704295382,0.8052833554871565,-0.41632495239157996,-0.33246714323536314
0.1,17,5017,0.05012473251961325,324,901,0.35212751766362116,112.37637076044737,112.37626870178502,0.151452810279806,1123.1785684715512,6.523431403605686,0.9598452656660555,-0.4039713626507397,-0.32179989537534615
0.2,17,5017,0.10101495172196234,324,901,0.6960612247164556,224.77534387466415,224.77505416120172,0.36088890581762223,1123.1785684715512,12.647814424226379,0.9915565383093836,-0.3611817933951227,-0.28507354606510743
