realization,shape,target_n,n,parameter,sum_W_real,sum_W_imag,total_area,delta_total,area_normalized_delta,orientation_null_squared,area_normalized_null_squared
57,disk,100,97,10.488088481701515,0.01064894935411953,0.12473349313096616,335.472229633203,0.12518723749248317,0.000373167214554122,0.8817906896164978,7.835240991357355e-06
57,rhombus,225,225,15.0,0.09412391242015872,-0.06503045647452024,779.6352908872005,0.11440398226706175,0.00014674038438777394,2.186120794253801,3.5965920172252313e-06
57,disk,225,223,15.748015748023622,0.07915968295845133,0.07285112688563528,773.5904051304695,0.10758039828235189,0.00013906635548848096,2.058935977828512,3.4404931179324133e-06
57,rhombus,400,400,20.0,0.0710558897767064,-0.15473728597574862,1385.5138858908476,0.17027203864140483,0.00012289450172628516,3.964095312434628,2.0650107775562526e-06
57,disk,400,397,20.97617696340303,0.12936126637155398,-0.632844000397514,1375.6139171706304,0.645930233133874,0.00046955779166761157,3.724969575411637,1.9684736603557437e-06
58,rhombus,4,4,2.0,-0.11977720472529452,0.08727116114885221,13.598246589552545,0.1481986313704484,0.010898363284889138,0.03038357779063697,0.00016431343992000434
58,disk,4,7,2.8284271247461903,0.08916381404180163,-0.08493351976668571,23.869705743470433,0.12314174156003713,0.005158913263676181,0.054792029316218904,9.616637711106036e-05
58,rhombus,16,16,4.0,-0.07521136058817834,-0.09879357975631625,55.01392418563286,0.12416489102235223,0.0022569720822565582,0.13761670425920075,4.547009940224581e-05
58,disk,16,19,4.69041575982343,-0.0670307450274712,-0.07925942867953478,65.66532858721031,0.10380355395430406,0.0015807969926845376,0.16968618457888193,3.935267337870846e-05
58,rhombus,49,49,7.0,0.031106046098427598,0.13381183255394397,169.55094502365426,0.13737973880933912,0.0008102564028184751,0.4068501689398172,1.415252957718691e-05
58,disk,49,55,7.615773105863909,0.014742505479799828,-0.31820236158311194,190.5195122305115,0.3185436930546443,0.0016719741160644743,0.48761561035375495,1.3433793822550511e-05
58,rhombus,100,100,10.0,0.08569601918776737,0.11583452351252474,346.06209879144825,0.1440883220181422,0.00041636550931564443,0.8488373092893666,7.087880475284319e-06
58,disk,100,97,10.488088481701515,-0.30904913043725424,-0.20003429796050573,335.25814300759015,0.36813731865239546,0.0010980712216259604,0.9032176081108408,8.0358852264447e-06
58,rhombus,225,225,15.0,0.07886888903013922,-0.09662308964812466,779.3162066137331,0.12472498991781057,0.00016004413723123086,1.9764742843951821,3.2543462054438695e-06
58,disk,225,223,15.748015748023622,0.13250135115874295,-0.2692921080950028,773.2200274327896,0.3001247199767843,0.0003881491804774443,1.965350798750276,3.2872587568848434e-06
58,rhombus,400,400,20.0,-0.03424489359435823,-0.09319669171313275,1386.246855623473,0.09928915390696823,7.162443940210946e-05,3.448548407363774,1.7945484101079992e-06
58,disk,400,397,20.97617696340303,0.0949194500719659,-0.5431350873755264,1375.2970210304115,0.5513668698247883,0.00040090748499672354,3.6158396636025896,1.911684240020244e-06
59,rhombus,4,4,2.0,0.07681909458201952,-0.06124557519470546,13.89096515059455,0.09824557889967152,0.0070726243881956965,0.042688745739518086,0.00022123230856114395
59,disk,4,7,2.8284271247461903,0.08446885073314858,0.09394777020654727,24.343141085784946,0.12633752518931635,0.00518986127320646,0.03738845758139417,6.30934559995782e-05
59,rhombus,16,16,4.0,-0.0481960525619205,-0.1447166880830793,55.4415029170202,0.15253124038139423,0.0027512104173959555,0.13602168359869404,4.425253524215828e-05
59,disk,16,19,4.69041575982343,-0.12830637703054348,-0.05223231069444756,66.04348199083913,0.1385306488369461,0.0020975673096121986,0.22960995400317302,5.2641806786088064e-05
59,rhombus,49,49,7.0,-0.10968929281107043,0.084372137860357,169.6410926312893,0.13838496524015834,0.0008157514378956201,0.5151361349465238,1.790028283357386e-05
59,disk,49,55,7.615773105863909,0.004554805607967616,0.04914318113700733,189.94869245580722,0.04935380944153234,0.00025982705541926707,0.5749123127740142,1.5934153376558826e-05
59,rhombus,100,100,10.0,0.09555397175016545,-0.09629219997470712,345.90168378692744,0.13565673331316955,0.0003921829226964185,1.0071173833278577,8.41733748204942e-06
59,disk,100,97,10.488088481701515,-0.15181513034419947,0.32635725565697454,335.55359110574784,0.359940122966832,0.0010726755204160485,1.1418908194873996,1.0141467409014356e-05
59,rhombus,225,225,15.0,0.1086336564747179,0.016586083275957203,779.2863092884147,0.10989253604091592,0.000141016895499244,2.3038672394998008,3.7937032464837286e-06
59,disk,225,223,15.748015748023622,-0.21709692056132956,0.34005492344835087,771.8370469149409,0.40344568888349275,0.0005227083754220908,2.369096561443442,3.976779597867536e-06
59,rhombus,400,400,20.0,0.014430882511752063,-0.07953295568764303,1385.5668990526785,0.08083156196981833,5.833825997509281e-05,4.112598676628576,2.1422064977191028e-06
59,disk,400,397,20.97617696340303,0.28981697641027093,0.20845451324195619,1374.903806154824,0.35699742843125976,0.00025965265848646525,4.07988127430985,2.1582557008155915e-06
60,rhombus,4,4,2.0,0.02271489837356855,0.004507776050920224,13.843479283205104,0.023157863741001608,0.0016728355110190187,0.006362689609628005,3.320092834577573e-05
60,disk,4,7,2.8284271247461903,0.019234792405581125,0.14193406223345284,24.28923862756745,0.14323147440760173,0.005896910833797768,0.03645026971632033,6.17835620096925e-05
60,rhombus,16,16,4.0,-0.002334703419597961,0.10832636051830297,55.69096319046088,0.10835151693999873,0.0019455852571527781,0.06712769510296736,2.164373844865313e-05
60,disk,16,19,4.69041575982343,0.016554692029338014,-0.07956938611273762,65.99059992739949,0.08127327380230323,0.0012315886488638867,0.0652672725512496,1.498757299153467e-05
60,rhombus,49,49,7.0,-0.030343273977496477,0.037980841957768394,169.91253033806333,0.04861335857040115,0.0002861081432527576,0.26120424177768786,9.047517054097293e-06
60,disk,49,55,7.615773105863909,-0.09896930448238273,0.06739364685956373,190.31432076605225,0.11973648928692608,0.0006291512315256328,0.31125384812327866,8.593533827469775e-06
60,rhombus,100,100,10.0,-0.06247580429446442,-0.15137671180524304,346.22968042418415,0.16376243463996198,0.0004729878571915846,0.6498714893860309,5.421243252458952e-06
60,disk,100,97,10.488088481701515,0.15824067773404815,0.09297505991975008,336.18643202822796,0.18353330448943592,0.0005459271612544599,0.6539789698151925,5.786332938882991e-06
60,rhombus,225,225,15.0,-0.00853694622443335,0.10252874290482648,780.38223154713,0.10288353888005056,0.00013183736728100665,2.0732117854020125,3.4043086172842697e-06
60,disk,225,223,15.748015748023622,-0.3111605111288118,-0.0895232876113917,772.7818563141902,0.3237827708675917,0.0004189834016185173,2.017882192095777,3.378951621099771e-06
60,rhombus,400,400,20.0,0.19078318031680652,-6.438599771035891e-05,1385.8084482801687,0.19078319118138215,0.00013766923662368347,3.6596949551571694,1.9056295479109523e-06
60,disk,400,397,20.97617696340303,0.32340081471702176,0.240752432221312,1374.8705429023898,0.40317467750357394,0.00029324555652524275,3.812678343359495,2.017003042271999e-06
61,rhombus,4,4,2.0,0.08506794941941243,-0.11372958821440049,13.838428559255096,0.14202455862927654,0.010263055376637471,0.027363455355998084,0.00014288853565073406
61,disk,4,7,2.8284271247461903,-0.004053796527045073,0.08889852907238374,24.29196879801256,0.08899090817334174,0.0036633880486715634,0.02464041614179527,4.175635766972701e-05
61,rhombus,16,16,4.0,0.028675895033258847,0.041930977621189816,55.66898637658802,0.050798758254776276,0.0009125145177089132,0.10849754947564019,3.501009601963578e-05
61,disk,16,19,4.69041575982343,-0.1303334200495927,0.0689362181764147,65.89550971775746,0.14744152250397383,0.0022375048487445178,0.15908916220366642,3.663776319863008e-05
61,rhombus,49,49,7.0,0.10739157038598579,-0.019875107245016843,169.67591285575065,0.10921524288289186,0.0006436696938577298,0.5042981134921236,1.7516484728260158e-05
61,disk,49,55,7.615773105863909,-0.14673987805845323,0.24901484136457053,190.58747312500302,0.2890345706527715,0.001516545478638036,0.5779136849905293,1.591015001376814e-05
61,rhombus,100,100,10.0,-0.12556910193543525,0.15950475378433704,346.73734564323615,0.20300090108340335,0.0005854601577652797,0.9305320100424999,7.739806030891466e-06
61,disk,100,97,10.488088481701515,-0.1739887727878222,0.2021527094968424,336.0467397414725,0.26671672428463716,0.0007936893674071283,0.918978978764113,8.137784867812578e-06
61,rhombus,225,225,15.0,0.02375575786926465,-0.11696519875802622,779.6583044822294,0.11935323100967023,0.00015308402453166023,2.156278450155428,3.5472861590518475e-06
61,disk,225,223,15.748015748023622,-0.11874421820360848,-0.37487464626917777,773.1068134085272,0.3932317252870467,0.0005086382870606705,2.0633021085042795,3.452103598431498e-06
61,rhombus,400,400,20.0,-0.0012875235523153172,-0.013117546328580754,1385.856503924703,0.013180581875631632,9.510784008520816e-06,3.5710896993595442,1.8593631959959675e-06
61,disk,400,397,20.97617696340303,-0.25473128054094607,-0.19413100702067543,1375.7297977943217,0.3202731227763137,0.00023280234482803293,3.797508942094775,2.0064692903498906e-06
62,rhombus,4,4,2.0,0.01749626672838822,0.212012904754045,14.038906197206174,0.2127336154247341,0.015153147434453928,0.058762479782359205,0.00029814914638122777
62,disk,4,7,2.8284271247461903,-0.05300525873510065,-0.22788012970523686,23.996852811911566,0.23396348212499005,0.00974975693516173,0.11500122974297065,0.00019970728567997103
62,rhombus,16,16,4.0,-0.12490215637229696,0.031153240454510706,54.99181901354858,0.12872868001057994,0.0023408696478809782,0.2613985561495684,8.643845853512925e-05
62,disk,16,19,4.69041575982343,0.021987875576421345,0.14136578449084442,65.34383471895363,0.14306555035044619,0.00218942691327769,0.28432949171404204,6.659056097924991e-05
62,rhombus,49,49,7.0,-0.026603740299541823,-0.0901549087119517,169.19597120278806,0.09399822638106428,0.0005555583014940922,0.6603522237949829,2.3067238682122282e-05
62,disk,49,55,7.615773105863909,-0.05951515870821611,0.12111894901757093,190.37678485261043,0.1349513020581317,0.0007088642775567982,0.680873314531594,1.878617385413773e-05
62,rhombus,100,100,10.0,-0.008246674278040267,0.03990222073625688,346.49342901263105,0.040745488785055205,0.00011759382826151624,1.1798618826650988,9.827457285503733e-06
62,disk,100,97,10.488088481701515,-0.154024978160189,0.09250740787383549,336.0361411651098,0.1796700153302795,0.000534674677275262,1.1017218230519221,9.756633116289151e-06
62,rhombus,225,225,15.0,-0.050375413739148556,-0.04066843961542141,779.3370212926386,0.06474260027326346,8.307394426852567e-05,2.55872671606158,4.2128237405602605e-06
62,disk,225,223,15.748015748023622,-0.17945983945636357,0.10951619578028576,772.309049118482,0.2102370831130647,0.0002722188524827341,2.470936950957906,4.142661202352235e-06
62,rhombus,400,400,20.0,0.10967482633442982,-0.003991362287102146,1385.1750538058664,0.1097474305138587,7.923000794182648e-05,4.524114885473926,2.357894132655114e-06
62,disk,400,397,20.97617696340303,-0.24588924779388055,0.17399942770788884,1375.691661265842,0.3012263650866458,0.0002189635756092848,4.3604301722619745,2.3040246782451807e-06
63,rhombus,4,4,2.0,-0.08878647240571347,-0.04939308834623224,13.694086198034098,0.10160076209669504,0.007419316676367985,0.04820238218154625,0.00025704099123483504
63,disk,4,7,2.8284271247461903,-0.11979872812118764,0.02079957221977735,24.264839751993108,0.12159094318237673,0.0050109930428198805,0.07068717545624553,0.00012005652626629625
63,rhombus,16,16,4.0,-0.018983263600774514,-0.10232691347827791,55.203599682223114,0.10407286639142531,0.0018852550737726488,0.1939138319596625,6.363176839079138e-05
63,disk,16,19,4.69041575982343,0.1371189892343212,0.20515026483568066,65.95927077190302,0.24675544243398526,0.0037410274483976984,0.16857255606231375,3.874674110825973e-05
63,rhombus,49,49,7.0,0.008429250237866892,-0.027667482554046607,169.83218141293767,0.02892303321664331,0.0001703036078086905,0.5453462636864342,1.8907424119148672e-05
63,disk,49,55,7.615773105863909,0.07769826753859466,-0.005156039924677308,190.34277278054734,0.07786915644980301,0.0004090996222881602,0.6281400504331653,1.7337389336594113e-05
63,rhombus,100,100,10.0,-0.03613323165494586,-0.010008526217386994,346.0773324119295,0.037493746503571825,0.00010833921494443245,1.1381094489439496,9.502496535471073e-06
63,disk,100,97,10.488088481701515,0.1760778920570445,-0.08597105091176332,336.49681236734585,0.1959450067394554,0.0005823086565395059,1.0282453498772648,9.081024452802584e-06
63,rhombus,225,225,15.0,0.09634222119600766,0.1550930040891748,779.1135699608021,0.18258056715429838,0.00023434397011399015,2.4254027784636802,3.995603027714336e-06
63,disk,225,223,15.748015748023622,-0.45685233030314354,-0.342248152027074,772.2907093268796,0.5708308412037315,0.0007391398527910062,2.2852505834495376,3.831529802077435e-06
63,rhombus,400,400,20.0,-0.019801614515454702,0.06543547409754003,1386.156753372979,0.0683659652735811,4.9320515235541754e-05,4.220237064275858,2.1964036511391244e-06
63,disk,400,397,20.97617696340303,0.035686143889763766,0.023710236609922303,1374.926137748365,0.042844791816735714,3.1161522528693866e-05,4.242174413014705,2.244035814612426e-06
64,rhombus,4,4,2.0,-0.12955199102300385,-0.005372095324541776,13.622959837827935,0.1296633247537654,0.009517999487432911,0.01138209516476988,6.13308889939722e-05
64,disk,4,7,2.8284271247461903,0.05843931234688071,0.02023490799273331,23.750515280769427,0.061843388725478704,0.0026038756630915173,0.04817610863924666,8.54054617111564e-05
64,rhombus,16,16,4.0,0.006062150180449866,0.051460450947422576,55.14228875243722,0.051816287753199894,0.0009396832979826155,0.12241491197424909,4.025916363805996e-05
64,disk,16,19,4.69041575982343,-0.08502407020891223,-0.10311370966967026,65.29552995824642,0.13364703377453271,0.002046802190900266,0.162828428804298,3.8191202246171186e-05
64,rhombus,49,49,7.0,-0.04689175267705625,-0.09460443491413728,169.22843042691963,0.10558804655144184,0.0006239379889364362,0.4960869212743905,1.7322522123780207e-05
64,disk,49,55,7.615773105863909,-0.028018896968772466,-0.09016419422863767,190.70455506968415,0.09441737397452962,0.0004950976338243686,0.5462954795546214,1.5021229236246334e-05
64,rhombus,100,100,10.0,-0.029438441677568594,0.1476840105089654,346.6712051595367,0.15058947110743104,0.00043438701820686364,1.0004666770836819,8.32467116854184e-06
64,disk,100,97,10.488088481701515,0.3208285885373332,0.03232330127667356,335.85438711261884,0.3224527547227346,0.0009600968964404493,1.015965095391173,9.006928936086386e-06
64,rhombus,225,225,15.0,0.08872500203298062,-0.12970483763290974,779.9078615557471,0.1571479267796171,0.00020149550289971568,2.0159664927600014,3.3143373670765602e-06
64,disk,225,223,15.748015748023622,0.026377253103715415,-0.10641073762835046,773.0434339604799,0.10963122075352032,0.0001418176727688563,1.8734730302205693,3.1350152234845464e-06
64,rhombus,400,400,20.0,-0.004263222319139448,-0.09910135662244919,1385.57781112948,0.09919301360958978,7.158963777626513e-05,3.8503840303364605,2.0055902408190056e-06
64,disk,400,397,20.97617696340303,0.37043272340162403,0.18437220823007008,1374.9564756022305,0.4137795472644539,0.000300940105819145,3.686108181876728,1.94980049131187e-06
65,rhombus,4,4,2.0,0.03759645589604377,0.0732190846748515,14.06529573862711,0.08230752004869445,0.005851815815195106,0.0449372534172231,0.00022714793258876942
65,disk,4,7,2.8284271247461903,0.12478203895598217,-0.01009848825744613,24.68281149919649,0.12519000244068226,0.0050719506748555625,0.05858224122003661,9.615607546919663e-05
65,rhombus,16,16,4.0,-0.01989933140303579,-0.0133147121987097,55.41477423657051,0.0239429520156207,0.00043206802419524707,0.13831171365695244,4.5040979420831725e-05
65,disk,16,19,4.69041575982343,0.12087942396901274,-0.14935061103003136,65.65966794853843,0.1921391166684287,0.0029262882782017737,0.21734056704548158,5.0413103218758166e-05
65,rhombus,49,49,7.0,-0.09531451667967472,-0.019218010282160414,168.9258453505003,0.09723265402674769,0.0005755937099204797,0.5291268493872476,1.8542470534651e-05
65,disk,49,55,7.615773105863909,0.24341789918716294,-0.1298460996686247,190.2507301410636,0.2758845469464469,0.001450110318850756,0.5898973575343704,1.629760494947824e-05
65,rhombus,100,100,10.0,-0.15739755252140775,0.04143056036379933,346.19930406637377,0.16275896556499655,0.0004701308282635721,1.1442825508876193,9.547307145157352e-06
65,disk,100,97,10.488088481701515,0.7121640198288262,-0.24499541773601202,335.4454133023714,0.7531270449601419,0.002245155292319562,1.2105535551421038,1.075821679095751e-05
65,rhombus,225,225,15.0,-0.11396859464967113,-0.042287084380501105,779.5407577841532,0.12156084102960404,0.00015593904464359385,2.799446394609304,4.606748487686269e-06
65,disk,225,223,15.748015748023622,0.3052520591248409,0.15659449880944518,772.3620916561947,0.34307529298586437,0.0004441897093242882,2.7616360698376985,4.6293982848729185e-06
65,rhombus,400,400,20.0,-0.032010380157722285,-0.021100968277969173,1385.3195887704042,0.038339474437057194,2.767554486909907e-05,4.687087136549227,2.4423228735769745e-06
65,disk,400,397,20.97617696340303,-0.13727632478610374,-0.14943424138735975,1374.7529592359301,0.20291717976996315,0.00014760264992100245,4.659722590730869,2.4655325247566907e-06
66,rhombus,4,4,2.0,-0.0022197176470113433,0.09247405385394361,13.762263756399696,0.09250069071425639,0.006721328144233679,0.02643714563459336,0.00013958373324396723
66,disk,4,7,2.8284271247461903,0.06531411468692738,0.07563439290180321,24.03289891951386,0.09993245202115998,0.00415815222107968,0.024145718744425004,4.180496054122871e-05
66,rhombus,16,16,4.0,-0.11598814853432104,-0.06545587900936876,55.05465430391581,0.13318304207859513,0.0024191059550277183,0.10580820952635407,3.490850784453843e-05
66,disk,16,19,4.69041575982343,0.046250765777029024,0.028046842627660287,65.25905704927925,0.05409028301222264,0.0008288548051096923,0.14783455425699077,3.4713177397959865e-05
66,rhombus,49,49,7.0,-0.12085379717751055,-0.005337284638467554,169.50060322630193,0.12097159542444201,0.0007136941882320716,0.3849488957813096,1.3398635787701386e-05
66,disk,49,55,7.615773105863909,0.07067874897630233,0.05571579053501892,189.8836224282402,0.08999852705348717,0.00047396676923782056,0.417337951940959,1.1574783167185566e-05
66,rhombus,100,100,10.0,-0.013022642835773368,0.13179457095391364,345.1682104939408,0.13243639288108952,0.00038368652979824266,0.9317841333918392,7.820845904133821e-06
66,disk,100,97,10.488088481701515,-0.21772352382482252,0.1433903708400584,336.1690638084308,0.26069969558161654,0.0007755017449499125,0.8926775372052576,7.899127379365841e-06
66,rhombus,225,225,15.0,0.11897991136662167,-0.02815206520276256,779.6303517844674,0.12226511392866628,0.00015682446642670866,1.943019860729331,3.196684411388454e-06
66,disk,225,223,15.748015748023622,-0.21333162783950765,-0.17743263642543367,772.8638979079208,0.2774756275883241,0.0003590226278383916,2.020268687712737,3.3822296373359627e-06
66,rhombus,400,400,20.0,0.10810156422988104,0.05290222097306187,1385.9746248312647,0.12035195541755757,8.68356124717722e-05,3.4639397335021913,1.8032658964443663e-06
66,disk,400,397,20.97617696340303,-0.4022445972179489,-0.4657216823829311,1374.467258951003,0.615383946355946,0.00044772543132501287,3.582075449173399,1.896120488928276e-06
67,rhombus,4,4,2.0,-0.032175136706440455,0.03257741349540824,13.983126286948096,0.04578785092280417,0.0032745074301118718,0.014707827529849008,7.522114997715539e-05
67,disk,4,7,2.8284271247461903,0.10528329283942517,0.07314007099665551,24.252364684416424,0.12819532650025883,0.0052858897748074805,0.05622804469916175,9.559711833237696e-05
67,rhombus,16,16,4.0,0.20573244696840076,0.054995566658895066,55.63074126583734,0.21295622105902143,0.0038280313404667355,0.13981472282469365,4.517760587683734e-05
67,disk,16,19,4.69041575982343,-0.16131909276766665,-0.1463946903753577,65.5560073855037,0.21784227106206888,0.003322994791019564,0.17782879024576942,4.137872294211431e-05
67,rhombus,49,49,7.0,0.025891777178599806,0.004729599503346366,169.61667922354127,0.026320205867893888,0.00015517463252069657,0.6477752830780542,2.2515793669136394e-05
67,disk,49,55,7.615773105863909,-0.15493111621777444,0.08774983834460337,190.18261114759454,0.17805528608269275,0.0009362332602769337,0.5688414590772054,1.5727135554673274e-05
67,rhombus,100,100,10.0,-0.039704032947851964,-0.011220180612110942,346.52514590149104,0.04125897096744543,0.00011906486861179876,1.279510392864537,1.0655511636770391e-05
67,disk,100,97,10.488088481701515,0.28298139815736034,-0.09989673238426994,336.1492263422252,0.30009636592959427,0.0008927474538468032,1.1846262709938753,1.04837613810573e-05
67,rhombus,225,225,15.0,-0.012011291501897503,-0.012105105918704673,780.3922399830568,0.017052997180748434,2.185182823078645e-05,2.2884925730172707,3.757713135042742e-06
67,disk,225,223,15.748015748023622,-0.06443398704479053,-0.26667946448475577,772.8628323589239,0.2743531947405832,0.000354983036127129,2.326865681249926,3.895529252067674e-06
67,rhombus,400,400,20.0,0.05288191578961143,0.14654781972702166,1385.3463357478429,0.1557971773952378,0.00011246081458116737,4.18499498463808,2.1806111137943673e-06
67,disk,400,397,20.97617696340303,-0.2154320380358863,-0.20179571703655597,1375.3381145368808,0.2951821038386191,0.00021462511706658846,4.13294968408665,2.1849482772465854e-06
68,rhombus,4,4,2.0,0.10549540154347747,0.050487333572912046,13.679787540552294,0.11695405336337018,0.008549405684603812,0.08128727767328837,0.00043437405217886405
68,disk,4,7,2.8284271247461903,-0.20253606706680882,0.028441955431570187,24.18092076239936,0.2045233563475387,0.008458046670644846,0.1284747160224582,0.00021972121836855377
68,rhombus,16,16,4.0,0.10946235232641577,0.061478078912957645,55.508213435176756,0.1255450547160669,0.002261738343689986,0.23731497148416436,7.702126342736223e-05
68,disk,16,19,4.69041575982343,-0.017659817041987047,0.07367034188992436,65.71720336063751,0.07575743139874001,0.0011527792955979054,0.21021733944653342,4.867549630152321e-05
68,rhombus,49,49,7.0,0.14211619551846688,-0.01151178107778586,169.87240873771017,0.1425816753030556,0.0008393456969413287,0.47901021188302345,1.659965577161966e-05
68,disk,49,55,7.615773105863909,-0.20364856481588944,0.14564921123395363,190.13011987067568,0.25037258373201404,0.0013168486082179645,0.6223953438729065,1.7217277965949613e-05
68,rhombus,100,100,10.0,-0.00612030747070591,-0.0278286802441024,345.89854236383024,0.028493746816880258,8.237602454799989e-05,1.0064206715361548,8.411667254498097e-06
68,disk,100,97,10.488088481701515,0.17326397372996327,0.0026064829758697394,335.33079219032714,0.17328357783183293,0.0005167541480457917,1.0385821693073962,9.236214118287021e-06
68,rhombus,225,225,15.0,0.06030099461837812,-0.00381159196178274,780.4860451276226,0.06042133882370362,7.741501491397417e-05,2.2683307094376515,3.7237120284204646e-06
68,disk,225,223,15.748015748023622,0.27424197717587306,0.0518340020383868,772.4789327826286,0.27909752025528206,0.00036130114157277424,2.390133007477057,4.005426633962179e-06
68,rhombus,400,400,20.0,0.0257430776335843,-0.0129101187569024,1385.340477170401,0.028798909916281056,2.0788326329065097e-05,4.080045266290491,2.125944555652092e-06
68,disk,400,397,20.97617696340303,-0.4684120403513079,0.3143058562419536,1376.337378703106,0.5640904278695597,0.00040984894881013136,4.073241765349179,2.150257043308316e-06
69,rhombus,4,4,2.0,-0.08080495126093945,-0.035978107781905605,13.927955895895568,0.08845261097248185,0.006350724516477537,0.04109058140219092,0.00021182027157001101
69,disk,4,7,2.8284271247461903,0.11619377388685415,0.09407947447942683,24.36475741970678,0.149505654101758,0.006136143755768911,0.06649038892391428,0.00011200429832273662
69,rhombus,16,16,4.0,0.04600121108838362,0.0745263302014826,55.31455688560753,0.08758016507690794,0.0015833113380629052,0.14670017521457734,4.794593112394168e-05
69,disk,16,19,4.69041575982343,0.0314562655680537,-0.10746597486579343,65.73244953710689,0.11197514187239624,0.001703498692973319,0.15670772992576887,3.626859952701342e-05
69,rhombus,49,49,7.0,-0.030417493623634773,0.11518608659542455,169.49354065364622,0.11913462327767065,0.0007028859201255217,0.4204262085653804,1.4634688309403791e-05
69,disk,49,55,7.615773105863909,-0.06980933081431973,0.15149045313164505,189.79468325917324,0.16680137906736345,0.0008788516949106978,0.4618747346967725,1.2822010306505283e-05
69,rhombus,100,100,10.0,-0.06048320155622111,-0.03261485274769814,346.4024325901785,0.06871641936425749,0.0001983716420535489,0.9817513169883473,8.181626059212196e-06
69,disk,100,97,10.488088481701515,-0.1514678066499049,-0.18829978195765132,336.17051772266115,0.24165948012985544,0.0007188598267538238,0.8526543009834948,7.5449043968117776e-06
69,rhombus,225,225,15.0,-0.038726204869397485,-0.122638162055061,779.5835981859218,0.12860730047641133,0.00016496922302582868,2.1139978123983125,3.4783969923619957e-06
69,disk,225,223,15.748015748023622,0.42046974865461983,0.39365344567483274,771.6430000990227,0.5759842400841777,0.0007464387547224083,2.0940582556722633,3.5168667816898802e-06
69,rhombus,400,400,20.0,0.07135700814541979,-0.09593792186231569,1386.0478521298398,0.11956549444854604,8.626361223013936e-05,4.049531682930644,2.1078919864718386e-06
69,disk,400,397,20.97617696340303,-0.29016142424256763,-0.18988091571143142,1375.816460932353,0.3467685312566396,0.0002520456333409793,3.777775557033059,1.995791413366874e-06
70,rhombus,4,4,2.0,-0.11645934755397436,-0.009833012141173048,13.78612366602444,0.11687372570627605,0.008477635087106352,0.0393650012105478,0.0002071218560660722
70,disk,4,7,2.8284271247461903,-0.03187418237766515,0.1943035071074659,24.102939274919958,0.1969005240635629,0.00816914990398891,0.08018798160572423,0.00013802865906574135
70,rhombus,16,16,4.0,0.10268370381018421,-0.07176818580095007,55.152000650531846,0.12527815260985187,0.0022715069468408084,0.19443648637119124,6.392271639529484e-05
70,disk,16,19,4.69041575982343,0.06042591980225831,-0.10046403824763186,65.45382085990772,0.1172361495656122,0.0017911276687198345,0.22658032758034255,5.2887397093254326e-05
70,rhombus,49,49,7.0,0.0035835582519569975,-0.0602056322336848,169.91177342524622,0.06031218817455453,0.0003549617955173028,0.5387055680550825,1.8659694059270284e-05
70,disk,49,55,7.615773105863909,-0.0602540928350348,-0.018265792363029346,190.28457162253608,0.06296185253010185,0.0003308825933349872,0.5732529284518281,1.5832122015058657e-05
70,rhombus,100,100,10.0,0.0697522558538517,0.053407014027215385,346.1376785968548,0.087850363368653,0.0002538017927570722,0.9269345229300289,7.736620674435772e-06
70,disk,100,97,10.488088481701515,-0.4206394752268676,0.026664304397570046,336.1729634641706,0.42148375205711175,0.0012537705225126874,0.8791265960025602,7.779037295508956e-06
70,rhombus,225,225,15.0,-0.17030487682191087,0.11211426586914164,779.9895440476214,0.20389546262902175,0.00026140794345901275,2.13554046306832,3.5101869137840405e-06
70,disk,225,223,15.748015748023622,-0.2930486729384376,-0.2718934098647526,772.9039795302973,0.39975436337688885,0.0005172109006604213,2.025356640386126,3.390395956390716e-06
70,rhombus,400,400,20.0,-0.01977396427676492,0.13239042899716386,1386.154129482431,0.13385901296988506,9.656863556714721e-05,4.085144689177318,2.126103473145209e-06
70,disk,400,397,20.97617696340303,-0.38336629393704325,0.1676848570249556,1376.5697310546611,0.4184350924605909,0.00030396941253386863,4.055513161766502,2.140175478215443e-06
71,rhombus,4,4,2.0,0.04005614583575001,0.0028517217485937857,13.734005376589987,0.040157529009468146,0.0029239488341775244,0.07535024861110744,0.00039947560523859166
71,disk,4,7,2.8284271247461903,-0.042344223894207556,-0.022655413928416954,24.282815582699847,0.04802396357518491,0.001977693377921105,0.11114711685910278,0.00018849512318260114
71,rhombus,16,16,4.0,0.03787865300145299,-0.07961607104454001,55.49960749378146,0.08816751738465661,0.0015886151518195058,0.15090089910444632,4.899051490137905e-05
71,disk,16,19,4.69041575982343,0.0027573656442996253,0.07453703834273845,66.1197965574211,0.07458802283344979,0.0011280739917079831,0.2177012681858758,4.979639941088377e-05
71,rhombus,49,49,7.0,0.0852629806008749,0.07414844497763223,169.72511825231314,0.11299454745051252,0.0006657502944410089,0.5569207710623303,1.9333085690831573e-05
71,disk,49,55,7.615773105863909,0.058765370852660315,0.3300354031233502,190.37101043638097,0.3352263953304438,0.0017609109420705167,0.6048441284452194,1.6689442862112646e-05
71,rhombus,100,100,10.0,0.14669077215692994,-0.027029254732807706,346.47840915308717,0.14916019324004423,0.0004305035733817967,1.0913848980612433,9.091291574842671e-06
71,disk,100,97,10.488088481701515,-0.11018461959758374,0.06408586317277451,335.6960944719444,0.12746626320114593,0.0003797073165288161,1.055726168442834,9.368255124734792e-06
