realization,shape,target_n,n,parameter,sum_W_real,sum_W_imag,total_area,delta_total,area_normalized_delta,orientation_null_squared,area_normalized_null_squared
97,disk,225,223,15.748015748023622,0.13478373914711472,-0.49270067616755364,772.2204291876843,0.5108038886250202,0.0006614741974158157,2.109914230043457,3.5381987739989724e-06
97,rhombus,400,400,20.0,0.06313440521007818,-0.043893064059062264,1385.0171361722348,0.0768931348933264,5.551782204358539e-05,4.229162794375889,2.20467262396149e-06
97,disk,400,397,20.97617696340303,0.01900085938904672,0.006403721477273444,1374.8346514692644,0.020050942777855064,1.4584257646129979e-05,4.153494861525347,2.1974183067191043e-06
98,rhombus,4,4,2.0,0.17699117259598784,0.07472757518680356,14.196138451085583,0.19211997728034985,0.013533256099348509,0.049496860586530855,0.00024560499866351204
98,disk,4,7,2.8284271247461903,-0.06580335766043222,0.09838097548284522,24.45276866998136,0.11835919151609205,0.004840318620500092,0.07161463594555374,0.00011976935475946689
98,rhombus,16,16,4.0,0.039228430441247575,0.027952120298526922,55.57753725936939,0.048168358743755434,0.0008666875345512921,0.1341611641469439,4.343383939126515e-05
98,disk,16,19,4.69041575982343,-0.04618942788643565,0.07245426099308025,65.9560307050137,0.08592486941817037,0.001302759861375932,0.1206888996914731,2.7743311929680482e-05
98,rhombus,49,49,7.0,-0.03230319582553687,-0.025226043869684328,169.96253708484582,0.040985970158802155,0.00024114708371493558,0.40328605237874854,1.3960687042109163e-05
98,disk,49,55,7.615773105863909,0.16947926169996164,-0.23609631250035779,190.55126606776457,0.2906280938289185,0.001525196341259492,0.423002718549635,1.1649827134732654e-05
98,rhombus,100,100,10.0,-0.00398084160784018,0.09785077887759741,346.2085971298358,0.0979317212493438,0.00028286912012360355,0.8135809517044766,6.787738077583171e-06
98,disk,100,97,10.488088481701515,0.0070549243430608755,0.2395835590422557,335.9070750276083,0.2396874083485412,0.0007135527238562665,0.8700659175127843,7.711055947949162e-06
98,rhombus,225,225,15.0,0.014126064001946048,-0.055568544125879984,778.2911881126133,0.05733592922816327,7.366899446363404e-05,1.9207919985482316,3.1709990447995374e-06
98,disk,225,223,15.748015748023622,0.41440390109257885,0.21842963898850487,772.0501637445664,0.4684464755224405,0.0006067565263510864,1.9802215529316949,3.322176824550348e-06
98,rhombus,400,400,20.0,-0.07188061530599077,-0.06120988951678398,1386.5226488008127,0.09441119335875771,6.80920671872276e-05,3.704372420847613,1.926906784661773e-06
98,disk,400,397,20.97617696340303,-0.20007913490749285,0.0733494705303846,1375.1734546683,0.21310045765417418,0.00015496260266714882,3.8426127256194196,2.0319436306443867e-06
99,rhombus,4,4,2.0,-0.019279374511879332,0.09855685135546101,13.784036664706582,0.10042483373484737,0.007285589568401304,0.050242582376852196,0.0002644351078605893
99,disk,4,7,2.8284271247461903,-0.0407020855760889,-0.1511848411175155,24.41346520114172,0.15656792760323449,0.0064131792153746545,0.044525862677266756,7.470565692933508e-05
99,rhombus,16,16,4.0,0.059147557554013463,0.14682349729199806,55.48690447725082,0.15828952246329728,0.002852736586309202,0.13997777287255253,4.546509318159504e-05
99,disk,16,19,4.69041575982343,-0.048211887119503416,0.07482897603916608,65.96570137226472,0.08901551389894814,0.001349421169595488,0.15080048502197754,3.465503721833517e-05
99,rhombus,49,49,7.0,0.03100954323495797,0.03051735417039929,169.74843725459542,0.04350747840546858,0.000256305619710739,0.3755378923477801,1.3032933972153678e-05
99,disk,49,55,7.615773105863909,-0.3732221020661637,-0.023803944443292924,190.25962987414405,0.37398043430338074,0.0019656320920563505,0.4178100530097009,1.1542120135373377e-05
99,rhombus,100,100,10.0,-0.15916384530679295,0.12453405558132244,346.5894814744266,0.20209369275753417,0.0005830924005477813,0.8598744727659321,7.158207765138294e-06
99,disk,100,97,10.488088481701515,0.011661755924782469,-0.15396984934335844,336.71827178285935,0.15441085149064393,0.0004585758018805091,0.8297246596110932,7.318138595766463e-06
99,rhombus,225,225,15.0,-0.020088268359164108,0.08689055198206902,779.6775742549494,0.08918243408552175,0.00011438373634222251,2.048145099287285,3.3692298130550956e-06
99,disk,225,223,15.748015748023622,0.07282963966247147,0.06111305224992522,773.5341184610904,0.09507345354339206,0.00012290789930835398,2.2472296589131573,3.7556793828769733e-06
99,rhombus,400,400,20.0,-0.07478834916982713,-0.12440670050633498,1386.5815940785856,0.1451562065583863,0.00010468637920644391,4.032703878715084,2.097516911518188e-06
99,disk,400,397,20.97617696340303,0.11061666564749606,0.2662629108644353,1375.223851003726,0.2883261771344603,0.00020965763277303655,3.9200012230449888,2.0727141429654786e-06
100,rhombus,4,4,2.0,-0.02191320418452891,0.006500064319065579,13.808177020137931,0.02285693229164502,0.0016553186027605474,0.04543421925443551,0.00023829250208931907
100,disk,4,7,2.8284271247461903,-0.02690538583325841,-0.0526842669340485,24.358882943947986,0.05915684042623117,0.0024285530893332205,0.0634393597538292,0.00010691633287510913
100,rhombus,16,16,4.0,0.003367272075268879,-0.08212213803346716,55.59941695587169,0.08219114354002333,0.0014782734791132259,0.14280534930667288,4.61959604780081e-05
100,disk,16,19,4.69041575982343,-0.026625101201096957,-0.119012810946719,65.95201728964769,0.1219546849588327,0.0018491426035269372,0.24392126549900947,5.6078126587407454e-05
100,rhombus,49,49,7.0,0.0025590144933493875,0.05635757081609609,169.66400731812737,0.05641563917450956,0.0003325138906375575,0.5585467628508468,1.9403501039734066e-05
100,disk,49,55,7.615773105863909,0.12789637669929244,-0.22959589457856527,190.17474083091147,0.2628150642184328,0.0013819662015583207,0.6245543838553174,1.7268896832014574e-05
100,rhombus,100,100,10.0,0.09338570016201464,-0.06444693882148733,346.98202543734703,0.11346495898827194,0.0003270052932720568,1.0761559924954887,8.938430604755278e-06
100,disk,100,97,10.488088481701515,0.019626233127055137,-0.28210786137278004,336.66272949910194,0.2827897354485859,0.0008399793344197318,1.0707042635489157,9.446685385073102e-06
100,rhombus,225,225,15.0,0.10188090936902894,0.0431366915519347,779.0756631947253,0.1106367653716749,0.00014201029578820497,2.2738937567190884,3.7463719503832747e-06
100,disk,225,223,15.748015748023622,0.2834702684465342,-0.011819525718895121,773.216592909007,0.28371657385737936,0.00036693027084426196,2.14057298512135,3.58036835261869e-06
100,rhombus,400,400,20.0,0.09947467636336338,0.053084777900567995,1386.3553066843529,0.11275284866622447,8.133041228506379e-05,3.740274218697642,1.9460515727866797e-06
100,disk,400,397,20.97617696340303,0.3944301528963572,-0.02247270604547308,1374.3457675798259,0.39506982677857083,0.0002874602855395515,3.8211722905032763,2.0230406115325067e-06
101,rhombus,4,4,2.0,0.05538422431089396,-0.08488371876687839,13.933391338716232,0.10135412184126465,0.007274188987977066,0.02166943822069523,0.00011161793468159174
101,disk,4,7,2.8284271247461903,-0.07269485341815596,0.00632500296219396,24.341174937335943,0.07296949620189894,0.002997780361455518,0.01116516845703139,1.884439525230701e-05
101,rhombus,16,16,4.0,0.07319281800247346,0.0035904472545335575,55.34585179818288,0.07328082913443863,0.0013240527836061709,0.13247034794773815,4.324625705084268e-05
101,disk,16,19,4.69041575982343,0.05871658826931281,0.0694562273792771,65.7807503128574,0.09094946541761444,0.001382615202548664,0.187721477113028,4.338267398199481e-05
101,rhombus,49,49,7.0,0.08263609280331519,0.016405365901253854,169.54038693212965,0.08424879740478283,0.0004969246498093064,0.5191830687735498,1.806234699137201e-05
101,disk,49,55,7.615773105863909,-0.07692026665681384,-0.04982055610404973,190.01143140069823,0.0916450502377085,0.0004823133511606804,0.5579244640037828,1.545311176492029e-05
101,rhombus,100,100,10.0,-0.0032426857718363955,-0.17663079826088862,346.25103664365434,0.17666056126168514,0.0005102094797292869,1.098120302357327,9.159415413941129e-06
101,disk,100,97,10.488088481701515,-0.2343652599973014,-0.31646283619319493,335.5714059817077,0.39379665029688055,0.001173510743994519,1.0555907267938527,9.374015586411937e-06
101,rhombus,225,225,15.0,0.11376397455118026,-0.10534370913424562,779.2718021552339,0.1550468927771277,0.00019896381769276666,2.143005025858492,3.5289480595907214e-06
101,disk,225,223,15.748015748023622,-0.3067290201895121,0.3433111441289175,772.6086070503151,0.46037510087919015,0.0005958710486501335,2.1178169498350004,3.5478833789027207e-06
101,rhombus,400,400,20.0,-0.12962925193708763,0.036102694134791266,1385.1731740644689,0.13456280125487588,9.714511064348193e-05,3.678569803943559,1.9172151720279796e-06
101,disk,400,397,20.97617696340303,-0.24742341799149914,0.17502312051554925,1375.8686036857189,0.3030700257128649,0.00022027541358309337,3.6856506771282724,1.946974438592065e-06
102,rhombus,4,4,2.0,-0.07301555189641906,0.07343387201797134,13.407322281714716,0.1035558032091416,0.007723824417227138,0.010530012108368044,5.857938024594338e-05
102,disk,4,7,2.8284271247461903,-0.019891407961169172,0.0553505697781454,24.06909843409774,0.05881627058427801,0.0024436424465718804,0.04157880115813721,7.177154861165423e-05
102,rhombus,16,16,4.0,-0.10617607621538916,-0.11796345190782093,55.15122915887447,0.1587095937443761,0.0028777163476661678,0.08332149759994077,2.739344642642921e-05
102,disk,16,19,4.69041575982343,-0.015175869648438312,-0.13434193112311332,65.49337251915148,0.13519638115524288,0.0020642757573021446,0.16395130237828023,3.822259438389746e-05
102,rhombus,49,49,7.0,0.16155359734293429,0.025589622775537557,169.51167688599173,0.16356770343878174,0.0009649347256991168,0.4537852843308035,1.5792510266656e-05
102,disk,49,55,7.615773105863909,-0.18323511115059166,-0.210069626243727,190.15318632929583,0.27875500682238663,0.0014659497019400742,0.47771455566390075,1.321177776771618e-05
102,rhombus,100,100,10.0,0.08876149603868866,0.14881183172111467,346.0316098375223,0.1732730920807368,0.0005007435365864306,1.041467307186887,8.697893687592167e-06
102,disk,100,97,10.488088481701515,0.24201740999208443,0.02527904240572676,336.02466747727595,0.24333404349623425,0.0007241552988448087,0.9876487488809157,8.747021578833956e-06
102,rhombus,225,225,15.0,-0.05052145406787245,0.0812691833297299,779.5195220486423,0.09569272428044566,0.00012275859882117794,2.37195492438142,3.903484324034376e-06
102,disk,225,223,15.748015748023622,0.048818338659672555,-0.28691398985427996,772.569559335102,0.29103757105156086,0.000376713743811026,2.457392560887121,4.117175264685495e-06
102,rhombus,400,400,20.0,0.1052768935769901,0.039632075815083656,1385.9879563723466,0.11248966954628963,8.116208299581299e-05,4.128756270560514,2.1493163052061217e-06
102,disk,400,397,20.97617696340303,0.2726136764488669,0.265579903145436,1375.7183554281062,0.38059282907289077,0.0002766502515367363,4.069374157470375,2.1501490126701037e-06
103,rhombus,4,4,2.0,-0.010242984954233147,-0.0008703694490197478,13.62271598852925,0.010279897069058307,0.0007546143572041213,0.02271648308379588,0.00012240909608668383
103,disk,4,7,2.8284271247461903,-0.05800837002506487,-0.2237913984771678,23.96576343182879,0.23118728560483456,0.00964656461966891,0.03593256787251255,6.256129335595273e-05
103,rhombus,16,16,4.0,0.16396341194788144,0.11134491697576648,55.099828846116935,0.19819609227714607,0.003597036441450101,0.2000201239831711,6.588297357729705e-05
103,disk,16,19,4.69041575982343,0.17691703058272523,0.18550244314612946,65.66020127559405,0.2563411635367834,0.003904056925760074,0.24928965153238392,5.7822894945374125e-05
103,rhombus,49,49,7.0,0.012290121021648392,-0.02470976248193385,169.75784767874887,0.027597453444844315,0.00016256952961061312,0.7293975508472795,2.5310724703628257e-05
103,disk,49,55,7.615773105863909,0.16887374918253917,-0.08599211209023358,190.02969289419917,0.1895072201914915,0.000997250573345932,0.8402452760961555,2.3268219204662442e-05
103,rhombus,100,100,10.0,0.06731474088442235,-0.05615022653700513,346.7313562008509,0.0876591254832828,0.0002528156854452602,1.3199273463480237,1.0979025407421829e-05
103,disk,100,97,10.488088481701515,0.0800166122144339,0.28232555035513995,336.2873654738829,0.2934456927842148,0.0008726039777637875,1.3943737653962982,1.2329858747327632e-05
103,rhombus,225,225,15.0,0.11510134094985824,-0.04405205542634755,778.9368515647302,0.12324326462627283,0.0001582198407723315,2.6277318786548167,4.3308839655506736e-06
103,disk,225,223,15.748015748023622,-0.3257496647992455,0.06202801924137291,772.7827135919686,0.33160265271530764,0.00042910205790446134,2.5972711453884294,4.3491310396124015e-06
103,rhombus,400,400,20.0,0.10932839340362843,-0.27179322850466164,1385.2008387154235,0.29295777283630103,0.00021149118932672437,4.630941518890269,2.4134805594812775e-06
103,disk,400,397,20.97617696340303,-0.35672747448831865,0.39268126613725995,1374.7088551572033,0.5305215055301488,0.0003859155366170109,4.389512251934557,2.3227090132169537e-06
104,rhombus,4,4,2.0,-0.024691600233302413,-0.11212563082650218,13.707795256920516,0.11481216055071115,0.00837568393741124,0.05032537138780485,0.000267825405052167
104,disk,4,7,2.8284271247461903,0.04290751615942412,0.21974274398938815,24.00478602788386,0.22389267178484654,0.009327001354012227,0.0998082067789876,0.0001732090479365599
104,rhombus,16,16,4.0,-0.14851295197397274,-0.018319110177258263,54.993407227131385,0.14963852011333867,0.0027210265313314403,0.19130018211783656,6.325489326755044e-05
104,disk,16,19,4.69041575982343,-0.04595862847370569,-0.0699436997169357,65.6716677208981,0.08369179566287835,0.001274397294409593,0.26403200364880236,6.12210086992625e-05
104,rhombus,49,49,7.0,0.0076135669424752805,-0.10273469789760897,169.18151456759824,0.1030164285621499,0.0006089106651246381,0.5957011777020396,2.0812422877366753e-05
104,disk,49,55,7.615773105863909,-0.2573906357869129,-0.033649326839155766,189.94042312001727,0.25958084788273494,0.0013666435170501547,0.640424371075672,1.7751417900951643e-05
104,rhombus,100,100,10.0,0.03603357858744349,-0.1715792643145755,346.30172058697843,0.17532216838879341,0.0005062699893365354,1.0785310568406015,8.993388542212454e-06
104,disk,100,97,10.488088481701515,0.15728493470111804,0.2473235160068383,336.31718172084794,0.29309976501853385,0.0008714980409826766,1.0367672887483257,9.16607013844617e-06
104,rhombus,225,225,15.0,0.0388115333086998,-0.12852278276286125,780.4541824725102,0.13425513326082522,0.00017202179996716728,2.1735061779483997,3.5683385700256195e-06
104,disk,225,223,15.748015748023622,-0.11000041591542598,0.5510127470415005,773.4168879885292,0.5618853432007168,0.0007264973805550653,1.953024737232588,3.2649793763229527e-06
104,rhombus,400,400,20.0,0.07797095622013117,-0.08779779675861918,1385.8782632787165,0.11742198741951787,8.472749052411028e-05,3.8080914163195376,1.9827008789493254e-06
104,disk,400,397,20.97617696340303,0.2842651781152341,-0.19397633160862326,1376.5263271090507,0.3441416985969941,0.0002500073495286884,3.653772719107182,1.928290602689618e-06
105,rhombus,4,4,2.0,0.050752455294729604,-0.05669576387087952,13.945465078782998,0.07609350405485382,0.005456505295805767,0.06183940259840704,0.000317979615924433
105,disk,4,7,2.8284271247461903,-0.026552725824172452,0.1718629287654686,23.94841616032122,0.1739020227959934,0.0072615250057380355,0.0670748187564019,0.00011695153193833888
105,rhombus,16,16,4.0,-0.0005748619546053213,0.03374191301952746,55.166886331178034,0.03374680963415963,0.0006117222101601071,0.191090679692094,6.278885447434479e-05
105,disk,16,19,4.69041575982343,-0.08441870520376682,-0.32304448363303956,65.5234778823319,0.3338925818193894,0.005095770136301358,0.20285684652843278,4.72493445085819e-05
105,rhombus,49,49,7.0,-0.16507587667975887,0.05298144519028414,169.8818628393997,0.17336977417082264,0.0010205313932466133,0.5875936230541244,2.0360247110891135e-05
105,disk,49,55,7.615773105863909,0.16417585020114656,-0.0527176934072521,190.82907585084172,0.17243220403233947,0.0009035950274533539,0.7192307070775315,1.975054694276186e-05
105,rhombus,100,100,10.0,-0.13462841099500977,-0.01259254856495709,346.33190571586147,0.13521605424801475,0.0003904233251872239,1.1219300954216949,9.35364305453109e-06
105,disk,100,97,10.488088481701515,-0.2630980763420152,0.1740355288583127,335.98561555417837,0.3154504130285162,0.0009388807092476527,1.1174599027675183,9.898983026236867e-06
105,rhombus,225,225,15.0,-0.012628677708026892,0.016629785839674865,779.1243543816973,0.02088140985964947,2.6801125830831814e-05,2.5127830211977824,4.139438444829862e-06
105,disk,225,223,15.748015748023622,-0.2139446819397981,-0.08417987655311714,772.2328255149403,0.22990993572879667,0.00029772100865498453,2.536775499112017,4.253882774872654e-06
105,rhombus,400,400,20.0,-0.008689158725501578,-0.0200343762298935,1385.3399739624526,0.021837529857515522,1.576330017753995e-05,4.215229996533078,2.1963853798856503e-06
105,disk,400,397,20.97617696340303,0.17686276811428936,0.27880970443342945,1374.6881021041563,0.33017463565710975,0.00024018148927871738,4.31661156203854,2.284202601938513e-06
106,rhombus,4,4,2.0,-0.06605046689277483,-0.03416706483002112,14.037343304307942,0.07436432273511545,0.00529760661422975,0.030532438589848075,0.00015495002460598337
106,disk,4,7,2.8284271247461903,-0.053970567313661455,0.11699992641263264,24.09346012504024,0.12884799151216877,0.005347840901367983,0.05729028804191924,9.869216053171852e-05
106,rhombus,16,16,4.0,0.06813738740994779,-0.06779973045626153,55.742535837416156,0.09612235438749422,0.0017243986651029582,0.09958156228175147,3.204833649792062e-05
106,disk,16,19,4.69041575982343,-0.1240128249308654,0.01772491440107768,66.34001316405109,0.1252731149842575,0.0018883492632790371,0.1299811872832313,2.9534484355792086e-05
106,rhombus,49,49,7.0,-0.046400246224822084,0.021711937746902433,170.10904359122392,0.05122881113640529,0.00030115277856425637,0.34963352968011957,1.2082540760432444e-05
106,disk,49,55,7.615773105863909,-0.14643486444022402,-0.18516113470199835,190.6528737054941,0.23606739573214758,0.001238205284525668,0.4419616027580854,1.215899915622515e-05
106,rhombus,100,100,10.0,-0.0726845691671425,0.007020390559894396,346.1809474739655,0.073022821628766,0.00021093830310883204,0.8513398792251203,7.1038969522945945e-06
106,disk,100,97,10.488088481701515,-0.043691200179912126,0.11784418565201293,335.48847158579645,0.12568282724838442,0.00037462636690406456,0.7716668730651326,6.856060711162135e-06
106,rhombus,225,225,15.0,0.054362917738666194,0.06966515438364723,780.4145571935912,0.08836606000246017,0.00011322964082093603,1.9105781417572942,3.136996840654328e-06
106,disk,225,223,15.748015748023622,-0.08826964234852053,0.010157577679310192,773.5304644975312,0.0888521589194486,0.00011486575254300432,1.8871489710224532,3.1539248400010528e-06
106,rhombus,400,400,20.0,-0.11205566931197453,0.13295257821941653,1385.1406676984043,0.17387599339800955,0.00012552948408260057,3.716101248637619,1.9368669009344224e-06
106,disk,400,397,20.97617696340303,0.6226754430410173,-0.09240071514799103,1375.3119958433354,0.6294939233433372,0.0004577099052766818,3.5083415865421017,1.8548099175061624e-06
107,rhombus,4,4,2.0,0.05137101058774718,0.05738185978631302,13.779384900325962,0.07701726145055095,0.00558931055396595,0.02969631930388273,0.00015640223730585353
107,disk,4,7,2.8284271247461903,0.11100101799431972,-0.11408344979894666,24.215744064920244,0.15917367720136416,0.006573148311058862,0.07032250834925478,0.00011992195984233859
107,rhombus,16,16,4.0,0.07333335791385398,0.02353687228503351,55.54558289881412,0.07701795725597628,0.0013865721311499748,0.16025272239508867,5.1940527844311866e-05
107,disk,16,19,4.69041575982343,-0.1848331008567632,0.13591425862991346,65.76437427088156,0.22942528385347025,0.003488595252324216,0.15841391991367193,3.662789462109937e-05
107,rhombus,49,49,7.0,-0.006806371182214832,-0.021840351335382202,169.84823517212274,0.022876355372371177,0.0001346870360424321,0.5516542599735761,1.9122510098526313e-05
107,disk,49,55,7.615773105863909,-0.23808185587512787,0.16864572588339344,190.5536426131907,0.291760776931516,0.0015311214885761486,0.6754732304434115,1.860259932204162e-05
107,rhombus,100,100,10.0,-0.062158487074278845,0.16408803375499892,346.1559846018705,0.17546669295608486,0.0005069006481511419,1.1121259260876404,9.281331324800793e-06
107,disk,100,97,10.488088481701515,0.22443672364940692,-0.023312606679583715,336.1615962280304,0.22564423447692436,0.0006712373959691154,1.0629991143896662,9.406687318440671e-06
107,rhombus,225,225,15.0,-0.02779468948759556,-0.17316206992550642,779.5915512429558,0.17537858257095656,0.00022496213856004285,2.576651990980927,4.2395671455369145e-06
107,disk,225,223,15.748015748023622,0.0014593759001950701,0.3866531861246822,772.7589233135378,0.38665594023419086,0.0005003577811515089,2.3943850805381293,4.0096451561822845e-06
107,rhombus,400,400,20.0,0.027806338643550532,0.12677748538392317,1385.715184060956,0.12979107545987384,9.3663601981693e-05,4.566651098347387,2.378208244109648e-06
107,disk,400,397,20.97617696340303,-0.44545423737966283,-0.19650137968102774,1375.684372127845,0.48686986948880334,0.0003539110273788569,4.444821144342129,2.3486412412085194e-06
108,rhombus,4,4,2.0,-0.1324061786850539,-0.025165212436784823,13.951836046481684,0.13477642253364247,0.009660120867577842,0.07195361685113237,0.00036964931109041883
108,disk,4,7,2.8284271247461903,0.17428560331200726,0.04966347441136748,24.493328599851313,0.18122343174225267,0.007398889497744818,0.10128439118182753,0.0001688289439638669
108,rhombus,16,16,4.0,0.08988022795254214,-0.04272211121934233,55.58555598632685,0.09951700439542376,0.001790339282023253,0.2067000345796426,6.689854023472918e-05
108,disk,16,19,4.69041575982343,0.005405088318301665,-0.23858267627280344,65.89915897705713,0.23864389453162627,0.0036213496232131042,0.2300933735180217,5.2983954302305565e-05
108,rhombus,49,49,7.0,-0.04071702083810225,0.15202400369019875,170.06417535028808,0.1573822527603669,0.0009254286062082169,0.6559680826681532,2.2680730254778437e-05
108,disk,49,55,7.615773105863909,0.2292392049249492,-0.17126418220807701,191.03005268826047,0.28615036813190414,0.0014979337758905889,0.7721037296718524,2.1157885347270093e-05
108,rhombus,100,100,10.0,-0.04688663460747611,0.009387249620466803,346.09539844539364,0.04781711994936469,0.0001381616749721369,1.3137257662927813,1.0967636990702791e-05
108,disk,100,97,10.488088481701515,0.0585936500242914,-0.17295593623064984,336.0303332511007,0.18261153222233736,0.0005434376428329158,1.2688082287216338,1.1236706083358245e-05
108,rhombus,225,225,15.0,-0.021534243822665555,0.14540061637365134,779.3097408861431,0.14698660788946638,0.0001886112801853725,2.621101771155584,4.315823490772261e-06
108,disk,225,223,15.748015748023622,-0.17610695141313348,0.16756127499961498,772.6603045774237,0.24308525092140895,0.00031460817836934807,2.4621561714988927,4.124187431060453e-06
108,rhombus,400,400,20.0,0.06192083116971636,0.034356985197403794,1385.3869693423617,0.07081378230685846,5.111480320944084e-05,4.140361156911968,2.1572279009683957e-06
108,disk,400,397,20.97617696340303,-0.1930885032712233,0.18833781028862753,1374.7307536520557,0.269730051866373,0.0001962057305765647,4.2512190401787935,2.2494595378312776e-06
109,rhombus,4,4,2.0,0.0802288534635145,-0.08823819969294278,13.860008617383416,0.11925874732329586,0.008604521874085986,0.019822169698566004,0.00010318681064367508
109,disk,4,7,2.8284271247461903,-0.002685685790973835,-0.051533081164800806,24.090006718413115,0.05160301699034453,0.0021420922623031874,0.0406956526993708,7.012521020491318e-05
109,rhombus,16,16,4.0,-0.02157777140515993,-0.05863361068118126,55.26464775475314,0.06247800029070769,0.0011305238127630002,0.13598233508274132,4.452333444092097e-05
109,disk,16,19,4.69041575982343,0.1887269356118031,0.08498645308703037,65.93076162808043,0.20697959666048169,0.003139347878734764,0.11710128899732528,2.6939249352836367e-05
109,rhombus,49,49,7.0,0.070997386233004,-0.07298574437218912,169.67473533371714,0.10182115562829211,0.0006000961511920424,0.44427706466345146,1.5431904710963675e-05
109,disk,49,55,7.615773105863909,-0.021337709453928433,0.18562445723110768,189.98038710838196,0.18684682755423918,0.0009835058786760175,0.4298383205872948,1.1909337260158874e-05
109,rhombus,100,100,10.0,-0.0618757260128997,0.004371024214157859,346.37865591582033,0.06202992279782546,0.00017908125035539274,1.0402907056676411,8.670666316042692e-06
109,disk,100,97,10.488088481701515,-0.4264089151535839,-0.2362337421483359,336.17982927250097,0.48747404428529606,0.0014500395378872028,0.9245453164495905,8.180595111135309e-06
109,rhombus,225,225,15.0,-0.0486808923754114,-0.09841751265677948,779.3488374442595,0.10979907139868596,0.00014088565495106546,2.317828447215297,3.816080301393741e-06
109,disk,225,223,15.748015748023622,-0.36145992588720954,0.21416157661222587,772.5459281574389,0.42014099885564765,0.0005438395097851402,2.1449585988545077,3.593935663314941e-06
109,rhombus,400,400,20.0,0.041421748976345985,0.0039856289347367235,1385.6158186067291,0.041613057160761815,3.0032175298492746e-05,4.047477177357511,2.1081365749772982e-06
109,disk,400,397,20.97617696340303,-0.07194575578370666,0.14352900653164735,1375.2259107702105,0.16055144811321517,0.00011674550839672338,3.7134851148058434,1.963512157937666e-06
110,rhombus,4,4,2.0,0.10378741135344205,0.06370192484707593,13.980060432557249,0.12177751017602184,0.00871079998284,0.020918887667531732,0.00010703368808561637
110,disk,4,7,2.8284271247461903,0.053865307538878415,-0.0919148592674824,24.511554043038515,0.10653549976612982,0.004346338040381686,0.051066360818360565,8.499496831537392e-05
110,rhombus,16,16,4.0,0.032408517725984964,0.03379010688334789,55.548218663828955,0.04681968970832203,0.0008428657270122213,0.14642208825076064,4.7453289512917906e-05
110,disk,16,19,4.69041575982343,-0.11501472625895115,0.0027164878779042945,65.84201247516121,0.11504680161922046,0.0017473159961904517,0.18329855358597918,4.228173933900992e-05
110,rhombus,49,49,7.0,-0.007191913002349448,0.17792714293902967,170.08819956440084,0.1780724341583482,0.0010469417314922208,0.4381027005952687,1.5143545342430628e-05
110,disk,49,55,7.615773105863909,0.24213732101861218,-0.07528571057414934,190.48041371480917,0.2535713320679706,0.0013312199775438452,0.4989184515450184,1.3750830047066508e-05
110,rhombus,100,100,10.0,-0.053051303929664506,-0.0647893990631227,346.01435263250534,0.08373832503458736,0.0002420082415584769,0.9809810767609193,8.19355555232023e-06
110,disk,100,97,10.488088481701515,0.07172181832955982,0.461720848452305,336.04091483042134,0.4672581311438194,0.00139047988064077,1.0202606153734972,9.034971883951493e-06
110,rhombus,225,225,15.0,-0.01351047531526195,0.045679314700576235,779.8493024494605,0.047635414711730835,6.108284582945809e-05,2.140097594481777,3.5189427620197755e-06
110,disk,225,223,15.748015748023622,-0.2742314770525538,-0.24785318790008193,770.8426662627692,0.36964050881722726,0.00047952782713667555,2.213584104574028,3.7253281807564706e-06
110,rhombus,400,400,20.0,-0.04514064635322512,0.01930784492627602,1386.177756961186,0.049096545997494155,3.541865085551859e-05,4.280783214735331,2.2278471115187505e-06
110,disk,400,397,20.97617696340303,0.5398961440700374,-0.1937195297286688,1375.0135155289463,0.5735983809077491,0.00041715835839409526,4.084648567491189,2.160432803315463e-06
111,rhombus,4,4,2.0,-0.07950469335363453,0.0385000125401698,13.750761942616752,0.08833599057489926,0.006424079694167772,0.060119363169394785,0.00031795147537655216
111,disk,4,7,2.8284271247461903,-0.013138114290379033,-0.010156848181793854,24.221064123858106,0.016606372635078102,0.0006856169716639568,0.12217708876775996,0.00020825878659641776
111,rhombus,16,16,4.0,0.08570840627421639,-0.014579111054247557,55.23084839566882,0.08693952717376727,0.0015741117455038954,0.2074420478660169,6.800382831799034e-05
111,disk,16,19,4.69041575982343,0.06168835074208756,0.2848258425923048,65.80509652609142,0.2914296025212525,0.0044286782925043195,0.2963402330728518,6.843394195741947e-05
111,rhombus,49,49,7.0,-0.08772357465072744,-0.17034436767202793,170.0523265790524,0.1916053995770599,0.0011267437701770468,0.8326399506933795,2.879334285227148e-05
111,disk,49,55,7.615773105863909,0.02736054770341756,0.39780975089097004,190.53514259764307,0.3987495422875951,0.0020927873821662527,0.8764882677099388,2.4143260953340722e-05
111,rhombus,100,100,10.0,0.10018915532777761,0.05733127481903477,346.1975655457873,0.11543284592207384,0.00033343055356293937,1.4797464581968862,1.2346370058245842e-05
111,disk,100,97,10.488088481701515,-0.044584634420212765,-0.3943822730322243,335.86772424713536,0.39689440271745824,0.0011816985499488446,1.4592465637865635,1.293576556010257e-05
111,rhombus,225,225,15.0,0.078525087906542,-0.06809840844719049,779.2670240877445,0.10394028412396482,0.00013338211538675511,2.79180271388261,4.597398264505333e-06
111,disk,225,223,15.748015748023622,-0.07564435081705412,0.017972470955101377,773.2994773156829,0.07775009660936454,0.00010054331974884386,2.6688862306850405,4.463079550266856e-06
