n,eccentricity,gap,trace,normalized_gap
4,0.5057593984962406,0.5060539090733913,3.4506983196627803,0.14665260831113322
4,0.5082631578947369,0.5109479661816547,3.4448072510998227,0.1483241089958007
4,0.5107669172932331,0.5158617337806701,3.4388769241105854,0.15000878053060596
4,0.5132706766917293,0.5207950728250366,3.4329071352389695,0.15170671745793768
4,0.5157744360902256,0.5257478409597027,3.426897678252585,0.15341801545349543
4,0.5182781954887218,0.5307198924421994,3.420848344094673,0.15514277134160834
4,0.5207819548872181,0.5357110780629022,3.4147589208349043,0.15688108311081636
4,0.5232857142857144,0.5407212450632626,3.408629193619018,0.15863304992971872
4,0.5257894736842106,0.545750237051948,3.4024589446172735,0.1603987721630942
4,0.5282932330827068,0.5507978939188243,3.396247952971681,0.1621783513882966
4,0.530796992481203,0.5558640517467328,3.3899959947419633,0.1639718904119365
4,0.5333007518796993,0.560948542720979,3.3837028428502345,0.16577949328684805
4,0.5358045112781955,0.5660511950364808,3.377368267024333,0.16760126532935254
4,0.5383082706766917,0.5711718328024951,3.370992033739788,0.16943731313682026
4,0.540812030075188,0.5763102759448531,3.3645739061603717,0.1712877446055374
4,0.5433157894736842,0.581466340105643,3.358113644077192,0.17315266894888834
4,0.5458195488721804,0.5866398365402383,3.3516110038462865,0.17503219671585227
4,0.5483233082706768,0.5918305720116168,3.345065738324675,0.1769264398098275
4,0.550827067669173,0.5970383486818687,3.33847759680482,0.17883551150778437
4,0.5533308270676692,0.6022629640008255,3.331846324947438,0.1807595264797594
4,0.5558345864661655,0.6075042105917039,3.3251716647126344,0.18269860080869094
4,0.5583383458646617,0.612761876133689,3.3184533542892862,0.18465285201060913
4,0.5608421052631579,0.6180357432413488,3.3116911280226335,0.18662239905518294
4,0.5633458646616541,0.6233255893407939,3.3048847163400135,0.18860736238663545
4,0.5658496240601504,0.6286311865424707,3.29803384567469,0.19060786394503162
4,0.5683533834586466,0.6339523015104929,3.2911382383877066,0.19262402718794921
4,0.5708571428571428,0.6392886953283878,3.2841976126877133,0.1946559771125369
4,0.5733609022556391,0.6446401233611647,3.2772116825486863,0.19670384027797325
4,0.5758646616541354,0.650006335113567,3.2701801576254925,0.1987677448283285
4,0.5783684210526316,0.6553870740844019,3.2631027431672104,0.2008478205158427
4,0.5808721804511279,0.6607820776168167,3.2559791399281472,0.2029441987246266
4,0.5833759398496241,0.6661910767443884,3.2488090440764728,0.2050570124947938
4,0.5858796992481203,0.6716137960328967,3.2415921471003895,0.20718639654703525
4,0.5883834586466166,0.677049953417634,3.2343281357117624,0.20933248730764265
4,0.5908872180451128,0.6824992600361122,3.2270166917471186,0.21149542293399312
4,0.593390977443609,0.6879614200560114,3.219657492065933,0.2136753433405031
4,0.5958947368421053,0.6934361304982153,3.2122502084461058,0.21587239022506224
4,0.5983984962406015,0.6989230810547675,3.2047945074765383,0.21808670709595698
4,0.6009022556390977,0.7044219539015837,3.197290050446708,0.22031843929929526
4,0.6034060150375941,0.7099324235057403,3.1897364932331342,0.22256773404694283
4,0.6059097744360903,0.7154541564271564,3.1821334861826425,0.2248347404449808
4,0.6084135338345865,0.7209868111144824,3.174480673992293,0.2271196095226985
4,0.6109172932330827,0.7265300376949966,3.16677769558588,0.22942249426213118
4,0.613421052631579,0.7320834777582996,3.15902418398686,0.23174354962815463
4,0.6159248120300752,0.7376467641336024,3.151219766187605,0.23408293259915
4,0.6184285714285714,0.7432195206603764,3.143364063014824,0.2364408021982503
4,0.6209323308270677,0.7488013619521423,3.1354566889910376,0.23881731952518215
4,0.6234360902255639,0.7543918931531506,3.127497252191951,0.24121264778871487
4,0.6259398496240601,0.7599907096877081,3.1194853540995746,0.2436269523397317
4,0.6284436090225565,0.7655973970018917,3.1114205894509457,0.24606040070493723
4,0.6309473684210527,0.7712115302973677,3.103302546082282,0.2485131626212121
4,0.6334511278195489,0.7768326742570464,3.095130804768397,0.25098541007063363
4,0.6359548872180452,0.7824603827622729,3.0869049390572,0.253477317316176
4,0.6384586466165414,0.7880941986012417,3.0786245150991034,0.25598906093810286
4,0.6409624060150376,0.7937336531683237,3.070289091471132,0.25852081987107134
4,0.6434661654135339,0.7993782661539646,3.0618982189955375,0.2610727754419617
4,0.6459699248120301,0.8050275452248168,3.053451440552714,0.2636451114084514
4,0.6484736842105263,0.810680985693724,3.0449482908881764,0.26623801399834535
4,0.6509774436090225,0.8163380701792007,3.0363882964133873,0.2688516719496869
4,0.6534812030075188,0.8219982682539961,3.027770975000179,0.27148627655166274
4,0.6559849624060151,0.8276610360823311,3.0190958357685274,0.274142021686319
