beta,condition,realization,min_area,min_turn,min_edge,relative_force_residual,crossings,tensor_check_error,boundary_virial_error,initial_energy,relaxed_energy,max_displacement
0.5,permuted,25,2.0832673687520087,0.4384858358663636,0.6791315698362538,4.025037237269923e-14,0,1.3322676295501878e-15,2.546585164964199e-11,5440.525220498526,5410.549779126111,0.9197263556762376
0.5,permuted,26,1.8708882339508521,0.478816782817547,0.7427809822917624,2.4143270790615742e-14,0,1.3322676295501878e-15,1.9099388737231493e-11,5440.525220498526,5408.859699614792,0.9362805765093075
0.5,permuted,27,1.7791305239150148,0.4620522823080884,0.7545027678115989,2.185029843534283e-14,0,1.3322676295501878e-15,4.092726157978177e-11,5440.525220498526,5408.95538641277,0.9243620472070522
0.5,permuted,28,2.2134088352299672,0.5180260097955188,0.6977888697998516,2.4102035830568596e-14,0,1.3322676295501878e-15,4.274625098332763e-11,5440.525220498526,5410.13074225204,0.7318935736303062
0.5,permuted,29,1.9678005795783449,0.49805671584545996,0.7243094232238979,2.376184802168453e-14,0,1.3322676295501878e-15,3.001332515850663e-11,5440.525220498526,5410.440439874432,0.8206482224142052
0.5,permuted,30,2.208058288665506,0.512779320685657,0.7069128439566772,2.118418563341096e-14,0,1.7763568394002505e-15,1.9099388737231493e-11,5440.525220498526,5411.950651540737,0.9087825189776065
0.5,permuted,31,1.9710245897686374,0.5251537816101709,0.7326677018917553,3.16168974933828e-14,0,1.3322676295501878e-15,1.8189894035458565e-11,5440.525220498526,5410.624001528974,0.6975506427731479
0.5,permuted,32,1.8684756161100413,0.5061497370071353,0.7185940260822886,3.6040474594853023e-14,0,1.3322676295501878e-15,1.2732925824820995e-11,5440.525220498526,5408.717198928917,0.8837884202346853
0.5,permuted,33,2.137697930329914,0.4988533741177422,0.7077846695362072,2.1212415880879838e-14,0,1.7763568394002505e-15,4.3655745685100555e-11,5440.525220498526,5411.18489106682,0.7973974876665035
0.5,permuted,34,2.076305480045048,0.4973218102980779,0.7841998606696351,2.1328396712565517e-14,0,1.7763568394002505e-15,1.8189894035458565e-11,5440.525220498526,5409.313842294516,0.819281232894908
0.5,permuted,35,2.2171976448457267,0.5074070089973559,0.7612002483192026,2.4436461073054626e-14,0,1.7763568394002505e-15,1.9198864720237907e-11,5440.525220498526,5413.14848511108,0.7225457042157013
0.5,permuted,36,1.9584865345006783,0.5091246117315745,0.7253384012255986,2.8495706054487205e-14,0,1.7763568394002505e-15,4.729372449219227e-11,5440.525220498527,5410.053560474472,0.7383129758022435
0.5,permuted,37,2.1234730648446343,0.4517885697242817,0.732125270554567,2.8780382320610306e-14,0,1.3322676295501878e-15,7.524425527094536e-12,5440.525220498526,5411.245915468946,0.8249696197655622
0.5,permuted,38,2.285278366271081,0.4999671363607512,0.7295403748797382,2.8659520090460736e-14,0,1.3322676295501878e-15,4.274625098332763e-11,5440.525220498526,5410.88386027812,0.8190088105327579
0.5,permuted,39,1.9800517211014936,0.5256824616512381,0.7112706360518788,1.9436484394469734e-14,0,1.7763568394002505e-15,7.185008144006133e-11,5440.525220498526,5409.383737956264,0.8573191247980547
0.75,coherent,0,2.625946619117995,0.48789635677129545,0.8792248232414898,2.392623727867919e-14,0,1.7763568394002505e-15,3.2741809263825417e-11,5467.586287113561,5398.909211249382,2.3609854911646986
0.75,permuted,0,1.6224076122931135,0.3066098258642402,0.5374342388498522,2.729170207723462e-14,0,1.7763568394002505e-15,2.091837814077735e-11,5467.586287113561,5400.925622460793,1.2813361168588377
0.75,permuted,1,1.5942431036640912,0.3397373100375786,0.528725740524087,3.087824172326439e-14,0,1.7763568394002505e-15,2.3646862246096134e-11,5467.586287113561,5403.615246509975,1.4147441035460226
0.75,permuted,2,1.5605119612689253,0.27995367707314883,0.5547017051066824,2.6104958013795092e-14,0,1.7763568394002505e-15,2.1827872842550278e-11,5467.586287113561,5400.849696773987,1.6994726023694873
0.75,permuted,3,1.8114453994668684,0.3222409178725797,0.5847080450015715,3.815154245082955e-14,0,1.3322676295501878e-15,1.7280399333685637e-11,5467.586287113561,5401.74219893152,1.273392305622369
0.75,permuted,4,1.3824633136575848,0.29952704797131635,0.49128361641085866,2.849232065868946e-14,0,1.7763568394002505e-15,2.9103830456733704e-11,5467.5862871135605,5402.816605140452,1.4082315073707803
0.75,permuted,5,1.3753411527960298,0.31326904023584523,0.5109500359641261,3.707587386046436e-14,0,1.7763568394002505e-15,1.546140993013978e-11,5467.586287113561,5401.523433800211,1.3749122962643845
0.75,permuted,6,1.539800981849262,0.3326301029699634,0.5114260664814226,2.849726216994882e-14,0,1.7763568394002505e-15,1.5292656030396756e-11,5467.5862871135605,5397.590721537699,1.6763200636515367
0.75,permuted,7,1.604841927561624,0.3292061520066605,0.6232401981620743,1.8739277964003616e-14,0,1.3322676295501878e-15,3.183231456205249e-11,5467.586287113561,5399.559437002164,1.3485267196597903
0.75,permuted,8,1.666452331500416,0.28741901652842367,0.5447340104217446,3.3283575110582305e-14,0,1.3322676295501878e-15,2.4556356947869062e-11,5467.586287113561,5401.9997570924825,1.2396929119676905
0.75,permuted,9,1.6024332262105674,0.34219458098167055,0.5677705196163139,2.2774205169177085e-14,0,1.7763568394002505e-15,2.0587531679439053e-11,5467.5862871135605,5405.033302355703,1.6709935528237516
0.75,permuted,10,1.62577821916297,0.34235834024609163,0.5610280101668029,2.3754464120359415e-14,0,1.7763568394002505e-15,3.2741809263825417e-11,5467.586287113561,5402.752150000812,1.1450505213963393
0.75,permuted,11,1.6157928890700113,0.32427873810474395,0.5618702754560967,2.8629050127492204e-14,0,1.7763568394002505e-15,2.7284841053187847e-11,5467.586287113561,5405.1328524232695,1.445794618818926
0.75,permuted,12,1.5263080490578398,0.2957132954588535,0.5722699302865766,2.112797202992212e-14,0,1.3322676295501878e-15,1.3642420526593924e-11,5467.5862871135605,5404.299941937042,1.3380709017110652
