condition,realization,radius_low,radius_high,n,area,regional_gap,local_mean_gap,coherence,normalized_gap,Dxx,Dxy2,major_axis_degrees
permuted,11,33.0,36.0,162,560.2580782709227,0.003920014606368022,0.0063176844303778675,0.6204828128988333,0.0019599962056586367,0.0016119199134693586,0.0035732658320784894,32.85980094904617
permuted,12,0.0,3.0,7,27.171659201902507,0.0562812182649001,0.18920021636166587,0.2974691009724623,0.029298209262400718,0.051391055805541035,-0.02294634856732312,-12.030493456886362
permuted,12,3.0,6.0,30,104.99514107169206,0.0860684950489369,0.26559027026449916,0.3240649401923572,0.04334080800292316,-0.029991392403897275,-0.08067404924549362,-55.19656280179756
permuted,12,6.0,9.0,36,127.06554327111695,0.014831438346580171,0.22652536810077986,0.06547363092676556,0.007650427853206578,0.0010001338543392435,-0.014797678726807569,-43.06670919199503
permuted,12,9.0,12.0,54,187.280170228986,0.03551593928257117,0.18630044820998454,0.19063797013810801,0.018068806821083538,-0.005257393203561429,0.0351246602805839,49.25636417727276
permuted,12,12.0,15.0,72,249.20071901493424,0.014084344254115401,0.12322983795177352,0.11429329526204006,0.006999554070544125,0.010966704439865173,0.008837428743535927,19.431659446916267
permuted,12,15.0,18.0,102,352.67448989254143,0.0017856743308070824,0.04917404538879477,0.036313350197012303,0.0008922895485409977,-0.00046940773646370076,-0.001722872366906889,-52.6203382188431
permuted,12,18.0,21.0,96,332.04127452813,0.0025067857130248797,0.023528456732387282,0.1065427172524346,0.0012532194174689915,0.00013556578029738403,-0.002503117362457864,-43.44997957626243
permuted,12,21.0,24.0,120,415.1199061820328,0.0029552467168079293,0.014932855247020782,0.1979023212856445,0.001477571557744405,-3.383194826826678e-05,-0.002955053054765755,-45.3279709577749
permuted,12,24.0,27.0,144,498.1179814528481,0.002579264107360465,0.00979965176537096,0.2631995676085974,0.001289612249422849,4.092188049536081e-05,-0.0025789394593930853,-44.545461549882944
permuted,12,27.0,30.0,162,560.3945195710062,0.002687261456474481,0.00723657374265988,0.3713444444893819,0.0013436193854295911,6.324475533392351e-06,-0.002687254014130889,-44.932577068497146
permuted,12,30.0,33.0,180,622.6620555351228,0.00268520005500355,0.005737177486423891,0.46803503314262884,0.001342592951873852,4.455816924889233e-06,-0.0026851963580130597,-44.95246171309115
permuted,12,33.0,36.0,162,560.3998515105648,0.0026661399812139015,0.004845962576384417,0.5501775837491328,0.001333064948309524,5.059085526179621e-06,-0.002666135181321626,-44.94563968418062
permuted,13,0.0,3.0,7,23.36607255547917,0.10750612480690311,0.24153434329130655,0.44509664067624344,0.05327389767271121,-0.08836648380282312,0.06122851795791588,72.64109130853086
permuted,13,3.0,6.0,30,104.63920924534771,0.0369744825498107,0.232682949760945,0.15890499320125404,0.018711587117713535,0.03479134425792365,0.012516977452759873,9.893674344453855
permuted,13,6.0,9.0,36,124.65936874141214,0.01562571778193624,0.20023230635939804,0.07803794535477983,0.007921706105146057,0.013282444234103841,-0.008230415018007293,-15.892132260176748
permuted,13,9.0,12.0,54,192.57332721597055,0.013857253091529478,0.18429783378149747,0.07518945180852514,0.007037091619764599,-0.011985777823933034,-0.006954465701836367,-74.93827889288703
permuted,13,12.0,15.0,72,248.73558117945646,0.009194405508517077,0.09492403328591309,0.09686067047765809,0.004592609629240938,0.009063520969685808,-0.0015458590773789228,-4.839567164064761
permuted,13,15.0,18.0,102,353.035483089904,0.003106952894417867,0.028341368288867394,0.10962607248706094,0.001553490019320837,0.0029148507860859646,-0.0010755469227261057,-10.126744794319722
permuted,13,18.0,21.0,96,332.20693106371806,0.0040504574508446805,0.012328617897821683,0.3285410809560695,0.0020251461484452277,0.004039136289171396,-0.0003026278219230894,-2.1424085906013115
permuted,13,21.0,24.0,120,415.23068011865473,0.0036029119880094827,0.008547315025381646,0.42152558754538344,0.0018014335868563854,0.003598743003149275,-0.00017327316764744952,-1.3782812662165493
permuted,13,24.0,27.0,144,498.3060219822987,0.004056223288513902,0.0067975493807576545,0.5967184732774675,0.0020280959932912064,0.004037916363864264,-0.0003849400014544316,-2.7228134129657944
permuted,13,27.0,30.0,162,560.5808307534767,0.003937473356194953,0.005700583253035901,0.6907141219449805,0.001968726455448307,0.003924249477780093,-0.00032243211206053906,-2.3485503006614095
permuted,13,30.0,33.0,180,622.867941112221,0.0039331899728010655,0.005110659512906118,0.769605167956983,0.0019665869539617752,0.003920035396867808,-0.0003214122733286498,-2.3436605783051405
permuted,13,33.0,36.0,162,560.5846622302367,0.003919154073330602,0.0048033885557608146,0.8159144378670492,0.0019595700905757876,0.003905874555592951,-0.00032235478354666804,-2.358985779514034
permuted,14,0.0,3.0,7,23.097707988164064,0.03541966407119862,0.2036571062987663,0.17391813482431465,0.018071463448860455,0.03362349670638383,-0.01113611566715945,-9.162445715578444
permuted,14,3.0,6.0,30,105.12683225764083,0.07041428542562886,0.2814812953637572,0.25015617941729573,0.0355727282255466,0.0024118368452994763,0.07037296807037191,44.01855776804676
permuted,14,6.0,9.0,36,128.36042201314044,0.08376446050810704,0.2686657965310878,0.3117793987535533,0.04332746507329311,0.0014190314490644836,-0.08375243992840323,-44.514660501921234
permuted,14,9.0,12.0,54,189.89870296848343,0.024173071325803586,0.20065847810528187,0.12046872653504535,0.012187303583303886,-0.010834177196655637,0.02160921057775722,58.31387181209237
permuted,14,12.0,15.0,72,249.26823927205845,0.0054397802162985225,0.09215563668077739,0.0590281876641106,0.0027209335711661435,0.0007170265842011727,-0.005392316911975927,-41.212852452083645
permuted,14,15.0,18.0,102,352.9365780440284,0.004420932861037823,0.03315759761420924,0.13333091596308208,0.002210776468352387,-0.004411337288812865,0.0002911197110008902,88.11216211189587
permuted,14,18.0,21.0,96,332.0286142650442,0.002234215027738533,0.015418388742168294,0.14490586954965662,0.0011170333752496381,-0.002116777062918584,-0.0007148228144613646,-80.67024274909167
permuted,14,21.0,24.0,120,415.06772833024854,0.0021797163882758086,0.01079583785044171,0.20190340189174164,0.0010898396693362323,-0.002036188103802069,-0.0007778827284707321,-79.5458487349057
permuted,14,24.0,27.0,144,498.09246208986133,0.002213914179381965,0.007983019254753669,0.27732792678204304,0.0011069469373282865,-0.0021010195011689913,-0.0006979491739203674,-80.81187307864427
permuted,14,27.0,30.0,162,560.351597246847,0.002217478070584649,0.006349529761245049,0.34923500699520055,0.0011087327773499378,-0.0020955465455754557,-0.0007251852651913101,-80.45564967040818
permuted,14,30.0,33.0,180,622.6148506203658,0.002213714017662852,0.005206732911214852,0.425163736149151,0.0011068527813119424,-0.002092075092142665,-0.0007237068196675121,-80.45903863478996
permuted,14,33.0,36.0,162,560.3583104450788,0.0022024219905270276,0.004459978488178013,0.4938189716306814,0.0011012078612940377,-0.0020819533949854954,-0.000718423750627304,-80.48094048536957
permuted,15,0.0,3.0,7,24.06359200091994,0.02965293714080464,0.24120075142964675,0.12293882570864952,0.014812337198678114,-0.019610260682691207,-0.02224262477841603,-65.70054288848438
permuted,15,3.0,6.0,30,107.29230020122776,0.005065620242474759,0.2366944304732772,0.021401518541631536,0.002573150622844794,-0.002622626379420806,0.0043338596325834255,60.59007218046757
permuted,15,6.0,9.0,36,127.47763063606627,0.015140366909319022,0.20955256402645786,0.07225092653797077,0.007696297736347658,0.014776006031742776,-0.0033015687027083836,-6.297673384156536
permuted,15,9.0,12.0,54,188.57759878280527,0.018949247645129837,0.20663831707118038,0.0917024872913692,0.009713377494907928,-0.018304099144208916,0.004902442333717864,82.50310497996223
permuted,15,12.0,15.0,72,248.290884075951,0.011714677169718753,0.11026816796888267,0.10623806838819158,0.005835936515050489,0.004746815977909888,0.010709873914411371,33.048092605229776
permuted,15,15.0,18.0,102,352.7939198340183,0.005136546721397462,0.038837053812475424,0.1322589181506728,0.002567520672213579,-0.0016483178902598544,0.004864890579833047,54.358681176978095
permuted,15,18.0,21.0,96,332.09621133996654,0.004621724245272808,0.018217785934988167,0.2536929713504074,0.0023107081761861493,-0.0014970287510448444,0.004372555307584756,54.44981501697695
permuted,15,21.0,24.0,120,415.0595469480493,0.005305920946072273,0.012637850306914144,0.41984362982756757,0.0026528963792855887,-0.002011287806555564,0.0049099407781733355,56.137882797810576
permuted,15,24.0,27.0,144,498.12557585267496,0.004733446342270063,0.00933645342061267,0.5069854824980692,0.002366691719547072,-0.001565397076895605,0.004467107147449737,54.65593145295848
permuted,15,27.0,30.0,162,560.3727871399544,0.004898502750410985,0.0077796441777369585,0.6296564005368075,0.0024492295800488434,-0.0016946373587567527,0.00459603453186439,55.119901111939384
permuted,15,30.0,33.0,180,622.6374307400544,0.004893262378161983,0.006819542205873616,0.7175353169524277,0.0024466147954343375,-0.0016901144424295482,0.004592116056136487,55.10299289767177
permuted,15,33.0,36.0,162,560.3787894211764,0.004859215186987716,0.00623398798597831,0.779471374971723,0.0024295940640556195,-0.001673877086497845,0.004561809699313371,55.0748688701976
permuted,16,0.0,3.0,7,27.72812738793711,0.09564104248924031,0.26167551733062344,0.36549480618165414,0.050741046892372514,0.07732569722255822,-0.056284505483071644,-18.025225988006053
permuted,16,3.0,6.0,30,104.38220690863004,0.03389320079765408,0.2537954359061195,0.13354535189589217,0.01725910835403064,-0.006957387548969762,0.03317143076208109,50.92276498532512
permuted,16,6.0,9.0,36,128.73734600566334,0.020247759142985447,0.2297662497263947,0.08812329559757556,0.010262772298268927,0.005913984665934323,-0.019364827282561663,-36.508709783146735
permuted,16,9.0,12.0,54,185.97858874913732,0.02073063316809532,0.1990980944213619,0.10412271010601427,0.010448770743308461,-0.015383374330905359,-0.013896436440518696,-68.95359784164938
permuted,16,12.0,15.0,72,248.77497096561677,0.014334751124659336,0.10422940520933476,0.13753077738349714,0.007193620860587989,-0.0018235178888831275,0.014218293579570135,48.65418754341448
permuted,16,15.0,18.0,102,353.117413860183,0.0013025791945190767,0.03943703588383493,0.033029338167197254,0.0006513206626052682,-0.0012666911231780354,0.000303654666448473,83.25964415863787
permuted,16,18.0,21.0,96,332.0648087275287,0.0015573458047553445,0.021548030518317197,0.07227323181260122,0.0007786258441325855,-0.0015079413650817383,0.00038915137808376727,82.76475998399584
permuted,16,21.0,24.0,120,415.0594497755644,0.0016844174413716431,0.014551538159861783,0.11575528462124052,0.0008421824580696743,-0.0016224804797474637,0.00045256956331091543,82.20712783745437
permuted,16,24.0,27.0,144,498.083625497293,0.0015289959672583765,0.010265855402257723,0.14893994775360964,0.0007644859661063998,-0.001464040766075144,0.0004409232395355038,81.61967171612093
permuted,16,27.0,30.0,162,560.3406129085623,0.0015795048193045801,0.00761421516750442,0.20744157927733836,0.0007897454812838225,-0.0015161757542115884,0.0004427714495620917,81.86025986112219
permuted,16,30.0,33.0,180,622.6034338454463,0.0015796466823530314,0.005979401806097129,0.26418139030935894,0.0007898190572089812,-0.001516888377472567,0.00044083249807334016,81.89763696039756
permuted,16,33.0,36.0,162,560.3484112023875,0.0015697565318807474,0.004964826394025822,0.3161755129584463,0.0007848753109708373,-0.0015074477837048086,0.00043787754999055666,81.90134096781314
permuted,17,0.0,3.0,7,26.5668908965672,0.4137395789322724,0.41715371177576527,0.9918156479323668,0.2144015216505729,-0.40070288193417275,-0.10304193119649141,-82.78934202723346
permuted,17,3.0,6.0,30,106.13420617404348,0.04784177006076281,0.2267227716257227,0.2110144019399194,0.024426675212991803,0.016418787935285933,-0.04493615877311955,-34.96434570509339
permuted,17,6.0,9.0,36,125.86166102978895,0.03853519626648315,0.22675935173692435,0.1699387300735887,0.019672742735426935,0.02812806400388978,0.026339577951999472,21.559662816449148
permuted,17,9.0,12.0,54,190.79879086578765,0.04588517277683808,0.1988291259829509,0.23077691736558062,0.023496638831840538,0.03294521415649418,0.03193840861631991,22.055503557101506
permuted,17,12.0,15.0,72,248.94719348303357,0.009117346084168762,0.11957282167330624,0.07624931783477468,0.004560217854942402,-0.00902816407462358,-0.001272105758254243,-85.98979397640728
permuted,17,15.0,18.0,102,352.42821665717656,0.0047131378385932635,0.04096478293047863,0.11505340688834931,0.002355648728177521,-0.0008090923853686264,0.004643171092854332,49.94239133628999
permuted,17,18.0,21.0,96,331.90473562388013,0.0031576538223754835,0.02162212997860097,0.14603805570961584,0.0015787162451901232,-0.0014439882455823045,0.0028081445134790764,58.606439246284836
permuted,17,21.0,24.0,120,414.81879024292255,0.0036024726633606934,0.015164961472688619,0.2375523782139887,0.0018011738098698631,-0.0015825870601896969,0.003236236624102326,58.029797752589225
permuted,17,24.0,27.0,144,497.84872441198826,0.003294479597982816,0.011281659038517734,0.2920208443399002,0.0016472101481764822,-0.0014829287427840442,0.0029418562448477914,58.37586289702742
permuted,17,27.0,30.0,162,560.061188075324,0.0033889255096169004,0.008890543104421694,0.3811831819286074,0.0016944439852132954,-0.0015122019538383216,0.0030328305855322236,58.25066879266711
permuted,17,30.0,33.0,180,622.2925845761894,0.003388436762004207,0.007283978704122821,0.4651903718617836,0.001694205630558706,-0.00151315884080755,0.003031807053984061,58.26177019465209
permuted,17,33.0,36.0,162,560.0707692627616,0.003367531521153084,0.0062525428420633425,0.5385859171565143,0.0016837561743434238,-0.0015048454472959417,0.0030125916958181173,58.271489531254026
permuted,18,0.0,3.0,7,24.85251539763089,0.27234526381628277,0.3485851343655759,0.7812876596471919,0.1348418184337957,0.18295407744233977,0.20174178612866253,23.897989825739668
permuted,18,3.0,6.0,30,105.52254650497157,0.09823472411385885,0.29973616009784715,0.3277373143159994,0.05045178693939677,-0.05117082891565413,0.08385467959399055,60.69644392318233
permuted,18,6.0,9.0,36,124.98755957500055,0.029658095647105705,0.23370951355847455,0.12690153342724406,0.015151961555902154,0.011672214359162283,-0.027264666683578513,-33.41192948566
permuted,18,9.0,12.0,54,189.69630466528406,0.042277098480830985,0.20234571513992347,0.2089349826439175,0.02144043565711344,0.00013088109339920673,-0.0422768958900399,-44.911311957093154
permuted,18,12.0,15.0,72,250.20212284285225,0.007090013692509954,0.12597214594129577,0.05628239194888343,0.0035334702929769608,0.0017245645777828654,-0.006877075772233081,-37.96111961382947
permuted,18,15.0,18.0,102,352.96847742224446,0.001564977365781629,0.05456492071705886,0.028681016030366255,0.0007823658621179292,0.0004503250466611122,0.0014987866785365,36.63829647007875
permuted,18,18.0,21.0,96,332.08647613266373,0.001859581506679292,0.027593015759515168,0.0673931955421739,0.000929675943835354,0.0014487527714079477,0.001165829656219731,19.412036415486792
permuted,18,21.0,24.0,120,415.1020360912919,0.0013956832049059004,0.017703096181238376,0.07883836762888043,0.0006978102001647315,0.0011845561214968508,0.000738077505063488,15.963178575164145
permuted,18,24.0,27.0,144,498.1505403389607,0.0017290161941403031,0.011868541403391022,0.14568059674513137,0.0008644909819489565,0.0012575618179898258,0.0011866066212243814,21.668573705128512
permuted,18,27.0,30.0,162,560.412748497248,0.001633170397553169,0.008472177232304867,0.19276867713836326,0.000816576881108593,0.001225223018292055,0.0010798491111684459,20.695654187082255
permuted,18,30.0,33.0,180,622.6841070140167,0.001632146397160897,0.0063529596399081,0.25691118623012493,0.0008160684044554062,0.0012251419284905593,0.001078391912441729,20.677407000221034
permuted,18,33.0,36.0,162,560.4209562321666,0.0016286814613887496,0.005081493948273613,0.32051232924169437,0.0008143375813250042,0.0012197507140641677,0.0010792643319462317,20.751581635690183
permuted,19,0.0,3.0,7,26.998866047095948,0.23689995522708604,0.2938242207197636,0.806264216907532,0.12770703665441085,-0.23646037994994554,0.014424891698822787,88.25454381567364
permuted,19,3.0,6.0,30,103.14158206386097,0.055642685354001,0.26735891685951035,0.20811980392350135,0.028229586163071297,0.042750333883162066,0.03561625171579012,19.899215356809208
permuted,19,6.0,9.0,36,130.2577269416115,0.05234921717993154,0.23175893110231574,0.22587788496841435,0.027018986577538717,0.05037898283025048,0.014226687187851111,7.884662072685736
permuted,19,9.0,12.0,54,185.33587008202667,0.025500283005607183,0.19050497847293735,0.1338562551488894,0.012767394011955709,-0.01495172544614715,-0.020656968304886718,-62.948702455911764
permuted,19,12.0,15.0,72,251.82307987553384,0.012289160385935383,0.09408437119623259,0.13061851006373604,0.00618205356639723,-0.0036176944984810033,-0.011744605123498354,-53.5602095587255
permuted,19,15.0,18.0,102,352.4220168811392,0.0017398003617611405,0.040192258010051836,0.04328695246049692,0.0008696873811929825,0.0013284414600568419,-0.0011234538646452026,-20.110486447698644
permuted,19,18.0,21.0,96,331.9658162576849,0.001629691069370091,0.02152404614454599,0.07571490315648857,0.0008147723887353283,0.00114385910292781,-0.0011608097752146196,-22.71069935020735
permuted,19,21.0,24.0,120,414.9001668091667,0.0016933717328688565,0.014895187128546317,0.11368583142024075,0.0008466581276983806,0.0013866295347484804,-0.0009719909253910174,-17.514723889496306
permuted,19,24.0,27.0,144,497.94040476124957,0.0017384897501633305,0.010797892882358245,0.16100268534833312,0.0008692304043924318,0.0012582400957968536,-0.0011996576481447046,-21.817324807358364
permuted,19,27.0,30.0,162,560.1663548456847,0.0017253128762786498,0.008294381610243439,0.20800982609094254,0.0008626480731350431,0.0012945346684913586,-0.0011405632438084598,-20.691000024325618
permuted,19,30.0,33.0,180,622.4102039152106,0.001722750728406607,0.006628344669847203,0.25990663042064166,0.0008613700756368689,0.0012913267748955145,-0.0011403268095872535,-20.72331482057024
permuted,19,33.0,36.0,162,560.1762652713979,0.0017147197478243645,0.005553618015692209,0.30875723590986653,0.0008573561754504843,0.0012824843880620575,-0.001138199283058965,-20.794457405126423
permuted,20,0.0,3.0,7,27.735822324590675,0.06480933754679737,0.24248189528375874,0.26727495457323014,0.03437160548267626,0.012972492299416629,-0.06349775332085612,-39.22672704449484
permuted,20,3.0,6.0,30,101.82938359475106,0.029863912852180256,0.25468248505089236,0.11725939004487353,0.015072570140662888,0.01082240155295145,-0.027833952566412325,-34.37645787138551
permuted,20,6.0,9.0,36,128.8701243620008,0.035150839083037975,0.2211100916167296,0.158974377089799,0.017982869275049135,-0.010716663190843958,0.03347737472227534,53.875365633822014
permuted,20,9.0,12.0,54,186.69512392790952,0.021147611003207393,0.17231407017915895,0.12272712832573526,0.010646589061274416,0.011235518230173588,-0.017916042566437917,-28.953665419874127
permuted,20,12.0,15.0,72,250.35120834648018,0.017934274195236136,0.0986296364430616,0.1818345361699625,0.008973072267979538,-0.006258963944315706,0.016806652291687024,55.212914803215895
permuted,20,15.0,18.0,102,352.47161451407726,0.002113170342739861,0.03361326166073906,0.06286716130282842,0.0010558844169868914,-0.0021042989380644873,0.0001934292550158123,87.37403683747078
permuted,20,18.0,21.0,96,332.1418744591473,0.0008363080738858421,0.014365885485815844,0.058214864284667364,0.0004181282659790218,-0.00022768186101321657,0.0008047186866304307,52.898992235450166
permuted,20,21.0,24.0,120,415.120126827635,0.0005246278059999858,0.009955996846305002,0.05269465369454114,0.000262309304401942,-0.00018078871599158672,0.0004924934263505171,55.07880492763129
permuted,20,24.0,27.0,144,498.1877650167642,0.0006988598093035355,0.007298071904141451,0.09575951271553684,0.0003494270071375739,-0.00013422601957288876,0.0006858486777193584,50.536639458545665
permuted,20,27.0,30.0,162,560.4476916959065,0.0006480465020333875,0.005657914697614549,0.11453804743762087,0.00032402171395271815,-0.00015234427230428627,0.0006298853002680621,51.79823752191229
permuted,20,30.0,33.0,180,622.7214239621798,0.0006470035227533961,0.004580633648752764,0.14124760292270155,0.00032350077402785635,-0.0001517310087280721,0.0006289604593658221,51.78147113992001
permuted,20,33.0,36.0,162,560.4541594763502,0.00064642936217529,0.00390611591117878,0.1654915975036214,0.0003232139644433828,-0.00015034550954860033,0.0006287027501458253,51.72446043229455
permuted,21,0.0,3.0,7,23.5399839348371,0.11137432127050559,0.23797828580430638,0.4680020317571772,0.05690215941230586,-0.0948167361392672,-0.05842966700540382,-74.17852513773128
permuted,21,3.0,6.0,30,102.91578354614936,0.02954974146829794,0.21983125491386685,0.1344201100060861,0.014945349574370992,0.007949408985963404,-0.028460395598394816,-37.19708313990898
permuted,21,6.0,9.0,36,126.73694375961806,0.03447409968047708,0.20927943793142728,0.16472760067223088,0.01768412844009922,0.02574219020326798,0.022930398869584537,20.84686299497098
permuted,21,9.0,12.0,54,193.80074213221334,0.015215047840015752,0.16686915393291338,0.09117951090069455,0.007694210982968035,-0.015124221668364479,-0.0016599999096814397,-86.86820909868248
permuted,21,12.0,15.0,72,247.5809899603742,0.010418370359164583,0.11981934691849871,0.08695065218683903,0.0051888874043239976,-0.003882005687298054,0.009668116299698961,55.93838603944893
permuted,21,15.0,18.0,102,352.7643270236332,0.003550456561989674,0.032034130612092426,0.11083355452916295,0.0017744435321544218,-0.0033478837167189397,0.0011821236897650406,80.2760437269151
permuted,21,18.0,21.0,96,332.1680759802975,0.003388938265187104,0.014137689050292812,0.2397094923457037,0.0016944454026522869,-0.003230347414651633,0.0010245770570839893,81.20120465012934
permuted,21,21.0,24.0,120,415.2690012582394,0.0029634799470756707,0.009898328634062249,0.29939195359484305,0.001481718048102537,-0.002855358490141296,0.0007931842720942207,82.23767312056744
permuted,21,24.0,27.0,144,498.22304801268336,0.003292667479327885,0.0075267947693150325,0.4374594472472285,0.001646320155952239,-0.0031201215756452827,0.0010519032667580452,80.68460997914823
permuted,21,27.0,30.0,162,560.530132872896,0.003204488004438761,0.00597572348233465,0.53625105209634,0.001602235811706885,-0.0030494333551516132,0.0009847332547856242,81.05175998272192
permuted,21,30.0,33.0,180,622.8126480631588,0.003202135230496528,0.004982432966156064,0.6426850601397991,0.0016010617634842055,-0.0030475190641828355,0.0009830043681638594,81.06121619102586
permuted,21,33.0,36.0,162,560.5333647064786,0.0031904313131370333,0.004374136267960376,0.7293854415341993,0.001595210988774294,-0.003035691699236079,0.000981543616470741,81.04109719484715
permuted,22,0.0,3.0,7,24.90409461940679,0.060175675478171854,0.2323961287966362,0.25893579118449955,0.030715160115096084,-0.060083946115729835,0.0033213458742393765,88.41799985518222
permuted,22,3.0,6.0,30,103.12328430901776,0.01894063327081653,0.21617102349461428,0.08761874262619856,0.009565752318567407,-0.005132626651252852,-0.018231942638084704,-52.86144290046346
permuted,22,6.0,9.0,36,127.33547820748866,0.05520682906763495,0.23271445452476885,0.2372299098497083,0.02797949905917571,-0.020060911581938713,0.051433003044783425,55.65387824484715
permuted,22,9.0,12.0,54,189.27399197335242,0.04752227374495886,0.18274960520191733,0.2600403633838344,0.02412754855021501,0.03348599212897522,-0.03372024366799588,-22.599853607465164
permuted,22,12.0,15.0,72,250.18159134809238,0.004181174645509276,0.10552659418787294,0.039621999342321,0.0020952511253900896,-0.004061160912805222,0.000994582051191695,83.11952737323138
permuted,22,15.0,18.0,102,353.102511969135,0.002248297607293617,0.03825108821964127,0.0587773501863185,0.0011237536575375519,-0.002220167258999042,0.00035454121485503523,85.46348708985859
permuted,22,18.0,21.0,96,332.0995002081096,0.0013515997174523657,0.019970194606771442,0.06768084858792857,0.0006757347649737879,2.522710309246173e-06,-0.0013515973631781065,-44.94652975444209
permuted,22,21.0,24.0,120,415.1112640889222,0.0012597019868567467,0.01322767665601972,0.09523229359280377,0.0006298319213822438,-0.0003331835399650768,-0.0012148406580235844,-52.66844236168166
permuted,22,24.0,27.0,144,498.20316992843,0.001219320597609143,0.00922562642411871,0.1321666997507565,0.000609651554118739,1.3971348065887272e-05,-0.0012192405509935844,-44.67173654020283
permuted,22,27.0,30.0,162,560.4610205295503,0.001226126426775366,0.00672275195786729,0.18238460000602782,0.000613058541824001,-8.87549229657309e-05,-0.001222909881424741,-47.07553391884503
permuted,22,30.0,33.0,180,622.7363671901942,0.001225807757533993,0.005142266142792483,0.23837890212122,0.0006129011132397079,-8.857661362029507e-05,-0.0012226033052262198,-47.07189629037756
permuted,22,33.0,36.0,162,560.468214536045,0.0012193691240609756,0.00416891193002546,0.2924909771489293,0.0006096827291811685,-8.320816690208318e-05,-0.0012165268026944685,-46.95641518247237
permuted,23,0.0,3.0,7,26.46432172075598,0.12736156669094792,0.2630278442871382,0.48421324759789236,0.06615559315979677,-0.12722160427055773,-0.005969260992650906,-88.65682085459224
permuted,23,3.0,6.0,30,105.63969041110548,0.09996574581569859,0.2572634131120258,0.3885735037347434,0.05094477103248106,0.09982425406640541,-0.005316825798782749,-1.5243995984479188
permuted,23,6.0,9.0,36,124.65853077090122,0.044409827514546245,0.19485199579571763,0.22791569228321068,0.022601020889355995,-0.04064418882390685,0.017896443633257257,78.11757656029212
permuted,23,9.0,12.0,54,191.75215510840104,0.03448000871021908,0.1665049153276871,0.20708102606077003,0.017629196394909282,-0.03433932756716251,-0.003111524207184719,-87.41125264079663
permuted,23,12.0,15.0,72,248.1577000414224,0.01655598846314987,0.1081561233213501,0.1530749064845754,0.00825697331174041,0.013843184317652794,-0.009081134397168851,-16.632445306275077
permuted,23,15.0,18.0,102,352.8691410346537,0.0035482592062351767,0.040248237951615896,0.08815936763494314,0.0017736313116151787,0.00014462835686543583,-0.003545310428301461,-43.83197784457033
permuted,23,18.0,21.0,96,331.9802207633213,0.002670208323714797,0.021208782424323235,0.12590106637392234,0.0013350051726669508,-0.0009956779745608994,-0.002477627466551437,-55.94679584091111
permuted,23,21.0,24.0,120,414.98758728431744,0.002710535424986415,0.014418888439973665,0.18798504727118656,0.0013552257006873454,-0.0012709372091450366,-0.002394101271984314,-58.981065305383865
permuted,23,24.0,27.0,144,497.97663146424145,0.0026162719097578314,0.010565240700617705,0.2476301282567911,0.001308114118934943,-0.000916246678773141,-0.002450585793116633,-55.250104564211895
permuted,23,27.0,30.0,162,560.2274393424955,0.0026477733575107545,0.008162923645315597,0.32436581212299037,0.0013238736344079445,-0.0010153976900830035,-0.0024453366401618153,-56.27505092392705
permuted,23,30.0,33.0,180,622.4777002779413,0.0026445684750369737,0.0065855284302364725,0.4015727064353457,0.001322275816482426,-0.001014759696297919,-0.0024421312777835554,-56.28198400474408
permuted,23,33.0,36.0,162,560.2354768468928,0.002629449027434385,0.005574005220019943,0.4717342240711028,0.0013147184846201518,-0.0010042689077109505,-0.0024301123737145752,-56.22668188197022
permuted,24,0.0,3.0,7,26.870425872870257,0.21290115116564284,0.3222096670746363,0.6607534562776687,0.1082321199843342,-0.024043112448623283,-0.21153919001319535,-48.2421476012091
permuted,24,3.0,6.0,30,108.30107204271023,0.033608134819240514,0.23073452035394004,0.14565715943885038,0.017157035224190993,0.03275239262718949,0.0075357483518672585,6.478623578786881
permuted,24,6.0,9.0,36,123.4850595417013,0.030203324163535047,0.24062755186629223,0.12551897706343249,0.015184840436392802,-0.026839871863068545,-0.013851428406544991,-76.3514012146565
permuted,24,9.0,12.0,54,187.71681513206525,0.01969119982724416,0.17964548608278533,0.10961143670579034,0.01005117598901514,0.015799379631613538,0.011752572224522416,18.322095235693826
permuted,24,12.0,15.0,72,248.76295233014963,0.00308298647713793,0.10278382445888383,0.02999486050814546,0.001540092043297048,-0.0011434819200875743,0.0028630848252624613,55.88558903052221
permuted,24,15.0,18.0,102,352.8171367940702,0.00650500593777705,0.03917565518112804,0.16604715116317148,0.0032505194853358977,0.004119367994258777,-0.005034472125098231,-25.354429321720122
permuted,24,18.0,21.0,96,332.1455904737494,0.006052055337930032,0.0170941436550495,0.35404261600096554,0.0030260250071303483,0.003388369223794976,-0.005014611432265358,-27.97656749872642
permuted,24,21.0,24.0,120,415.16074089573476,0.006361232990248173,0.011792567491906627,0.5394273125520765,0.0031805384404327277,0.003942838366501002,-0.0049919245559072135,-25.848395782306255
permuted,24,24.0,27.0,144,498.1727246811519,0.006184580287439065,0.009169596369987777,0.6744659238962019,0.003092245355560799,0.0034322806191723287,-0.005144752966181553,-28.145541578386975
permuted,24,27.0,30.0,162,560.4442188483763,0.00624506652057866,0.008022684173460137,0.7784260710695781,0.003122501033564145,0.0035882253001443647,-0.005111310501413148,-27.465252111311223
permuted,24,30.0,33.0,180,622.7154938241351,0.00623502473440157,0.007449515985887972,0.8369704483100541,0.003117486391434906,0.00358353005508911,-0.005102337286271108,-27.459219830175623
