beta,condition,realization,region,n,area,regional_gap,local_mean_gap,coherence,normalized_gap,Dxx,Dxy2,major_axis_degrees
0.75,permuted,4,inner,37,132.75020461172133,0.16731828526877535,0.4082601953130234,0.40983247250074967,0.08764210815784576,-0.13029746331889508,-0.10496656438097077,-70.57268362365258
0.75,permuted,4,domain,127,455.0345349124676,0.002287614449731076,0.3133240643796199,0.0073011131598223755,0.0011845428004846027,0.001742006239896611,0.001482765703265248,20.20192820125338
0.75,permuted,4,core,517,1800.6897900333233,0.002148663460385571,0.12152688971683388,0.017680559959957064,0.0010834104956284852,0.00211870028293372,0.00035758044842058986,4.789865861102841
0.75,permuted,4,exterior,216,746.0208866177622,0.002172052673841646,0.026182681914264497,0.08295760842812276,0.0010858847518827647,0.0021280107224947945,0.0004351817814314223,5.778861875340685
0.75,permuted,5,inner,37,133.80008646921485,0.14507611962120756,0.36114226495764945,0.40171459753740096,0.07547762565788656,-0.1425815226440784,0.026787868239990506,84.67972419071444
0.75,permuted,5,domain,127,452.13625608986325,0.01686584929728979,0.32241211870740916,0.05231146200368369,0.00875171611287456,-0.015685863194021512,-0.006197626027547299,-79.22028848572837
0.75,permuted,5,core,517,1801.48984032088,0.007421252733105149,0.13627389490742892,0.05445835930752855,0.003744792205044136,-0.005872671189002563,-0.0045372596613462495,-71.15505928576641
0.75,permuted,5,exterior,216,745.750666038794,0.007304955349412355,0.03612163706095112,0.20223212300943286,0.0036516880575808305,-0.005708902291299753,-0.004557500113582074,-70.6995608368676
0.75,permuted,6,inner,37,132.60647826348207,0.05663914653954994,0.41454367766458716,0.13663010580365775,0.029561270262896296,-0.04329531982999759,0.03651723157013452,69.92710087948409
0.75,permuted,6,domain,127,458.0616795035327,0.008126613203171843,0.3553871046624574,0.0228669332582858,0.004257846689549364,-0.008081487403795521,-0.0008552213141995832,-86.97958608116431
0.75,permuted,6,core,517,1804.0617567981376,0.005720825978121701,0.14277115195131104,0.040069901376663705,0.0028930950207680176,-0.001757591973622729,0.0054441455092795864,53.946096716997076
0.75,permuted,6,exterior,216,745.2351344697056,0.005446521934039548,0.035232799552464736,0.15458669203760542,0.002722652067205026,-0.001742249223265921,0.005160345804498298,54.32792161773217
0.75,permuted,7,inner,37,136.1518715031749,0.012779230119238543,0.35550583269294495,0.03594661168407927,0.006696480959346547,0.008705217701666464,0.00935563505097577,23.531237889518017
0.75,permuted,7,domain,127,453.9253545502536,0.011152893118084907,0.30685240731854924,0.0363461157614673,0.005796936297556241,0.0039009093730182896,0.010448441556850655,34.76348036655069
0.75,permuted,7,core,517,1802.766342901164,0.005913685256614082,0.12283574274555435,0.048143033325925885,0.0029872978003338043,-0.004685253101742245,0.0036083343369080183,71.1992181082908
0.75,permuted,7,exterior,216,745.5347776423832,0.00584106866474493,0.029011155226926197,0.20133871330031158,0.002920210275072142,-0.004737938824540384,0.003416140928178754,72.10385190466991
0.75,permuted,8,inner,37,135.67654734843916,0.09619280674009399,0.4029654937405851,0.23871226751246227,0.05110995401432623,-0.06409421435021184,0.07172857000781607,65.89144595856988
0.75,permuted,8,domain,127,451.6445569385125,0.01308810504803158,0.33462779768975387,0.039112426219193114,0.006768649001498319,0.01065902509695016,0.007594977138273447,17.73568792587727
0.75,permuted,8,core,517,1801.1691084071517,0.004523732115889371,0.13078660913439194,0.03458864898959904,0.0022820383849638305,0.004389706268901711,-0.0010929918248065457,-6.990875922085878
0.75,permuted,8,exterior,216,745.8725475769345,0.0043022508010248355,0.029233915484553525,0.14716642398785196,0.0021508272862231456,0.004169455737900618,-0.0010606605510748693,-7.136318192192288
0.75,permuted,9,inner,37,128.5261606270013,0.05667847849726359,0.38509820205955025,0.14717928620320858,0.028716907050754636,-0.03300682907523794,0.046076015009577365,62.80807253832961
0.75,permuted,9,domain,127,450.1889231180691,0.010152896043542237,0.3345841431162498,0.030344821332476176,0.005214391257725541,-0.009077666857038,-0.004547225803015446,-76.69629408812499
0.75,permuted,9,core,517,1799.2548504784136,0.0010451439337168969,0.13213382752487587,0.007909737826372549,0.0005263421472481183,-0.0005506185726757501,-0.0008883383531120048,-60.89593387572936
0.75,permuted,9,exterior,216,746.2993317017255,0.0010881941407720347,0.0328309129130773,0.033145412180682385,0.0005439823483381244,-0.0005399801135980005,-0.0009447687362149943,-59.8750067238725
0.75,permuted,10,inner,37,128.26333251207933,0.11793195025606706,0.4047479413971646,0.29137134051620706,0.06041603620130185,-0.03395007530063226,-0.11293952929900529,-53.365494328142105
0.75,permuted,10,domain,127,452.14851503456623,0.007016160447766077,0.3373359218651784,0.020798735008630942,0.0036287496500392066,-0.005021249591898586,0.004900363248235315,67.84903269719496
0.75,permuted,10,core,517,1800.7131601102446,0.0057244008012444685,0.12729934308850802,0.0449680309604146,0.002886510506313889,-0.00030424320938127913,-0.005716310051321017,-46.52330957430625
0.75,permuted,10,exterior,216,746.0677562791717,0.005567581587838538,0.0251873678597883,0.22104658251040185,0.0027835248609757767,-0.00018793285606404553,-0.005564408861581821,-45.96718881819379
0.75,permuted,11,inner,37,134.33758335478,0.06907855570318965,0.32953783614055726,0.2096225323083255,0.03487125452273361,0.06004007004736438,0.03416192100491794,14.819621324461897
0.75,permuted,11,domain,127,447.4826814665084,0.007910704016990955,0.2762730068254488,0.02863364795529588,0.004049619969398454,-0.0048171510619809885,-0.006274893918664465,-63.756480499131754
0.75,permuted,11,core,517,1799.1271969394602,0.005591248548498533,0.10994659068447922,0.050854223979933104,0.0028156108067661,-0.001228997626078601,-0.005454505034022805,-51.34885951684343
0.75,permuted,11,exterior,216,746.326606448901,0.005565966573968399,0.023031559525774178,0.2416669426028069,0.002782730296667761,-0.0012796538210825541,-0.005416869021927919,-51.64579372885105
0.75,permuted,12,inner,37,128.61824513399938,0.07907818506693476,0.3251801549465258,0.24318269077625224,0.040348313341599155,-0.016845512725574874,0.07726310927274983,51.149798447411975
0.75,permuted,12,domain,127,448.7150811678302,0.00795425371392155,0.3034718321068345,0.02621084684762877,0.004106414057991405,-0.003884993378297617,0.00694096380886822,59.618296941044186
0.75,permuted,12,core,517,1799.6705255421464,0.0019843892207449558,0.1270988072481169,0.0156129649342115,0.0009997556507223059,-0.0019806265465825146,-0.00012214361375608015,-88.23554267952608
0.75,permuted,12,exterior,216,746.1162813299492,0.0019533753205930884,0.02736262797863457,0.07138843981354177,0.0009765567836568091,-0.00194472764617949,-0.00018360153944706355,-87.30334864140717
0.75,permuted,13,inner,37,141.7635493568591,0.05188990958700715,0.37109312501435404,0.1398298865951775,0.02824835542067422,-0.05187492646035986,0.0012468847902000729,89.31154136169688
0.75,permuted,13,domain,127,453.26878408171865,0.01789372162535431,0.3375749800875483,0.05300665831547607,0.009305986266394228,-0.012979282793936103,0.012317609011521142,68.24915276770054
0.75,permuted,13,core,517,1803.9011197768932,0.0024857330856055708,0.13486554612524984,0.018431194304415352,0.0012568832293861623,0.0003868326081982601,0.002455448941865565,40.52358904564314
0.75,permuted,13,exterior,216,745.195631713919,0.0025962190479160876,0.033348611412120484,0.0778508890769736,0.0012978515918651806,0.0004011609478331819,0.002565038642729559,40.55559671537405
0.75,permuted,14,inner,37,135.56031489332003,0.07005922432486268,0.3573191118545873,0.1960690654391126,0.03635062542742452,-0.06843020099226615,0.015020070078381331,83.81009824126247
0.75,permuted,14,domain,127,454.57792133256214,0.005136367460917677,0.3052301784006448,0.016827849355628546,0.0026697546109613803,0.0007118548622826326,0.00508679991238288,41.01683600277565
0.75,permuted,14,core,517,1801.9116689202642,0.004295950354603432,0.12484722682750599,0.03440965781754122,0.002168479522330616,0.0031815607496447876,0.0028866694728591734,21.10892357240622
0.75,permuted,14,exterior,216,745.6809024541662,0.004250302787707245,0.02913952310127571,0.14586041003262573,0.002124813816642352,0.003122494385546176,0.002883591961326114,21.36108127398237
0.75,permuted,15,inner,37,141.40613614061584,0.03136910580215731,0.3644788435579856,0.0860656423729207,0.017023558917333443,-0.029802074135165533,0.009790667805059904,80.90672848796832
0.75,permuted,15,domain,127,451.5862598663895,0.014261720438752842,0.3186275703508439,0.044759844300507716,0.007416665378589939,-0.014261444748974525,8.867663213876354e-05,89.82187178876495
0.75,permuted,15,core,517,1802.2990719812656,0.005625581389841628,0.12521840055442782,0.04492615593980851,0.002840615629278308,-0.0015103966130533381,0.005419028330338333,52.78713321791367
0.75,permuted,15,exterior,216,745.6674193217474,0.00554121013069471,0.028376829731745653,0.19527234659676102,0.0027702915868277316,-0.0015895451216399892,0.005308328929030698,53.33499629936646
0.75,permuted,16,inner,37,129.1425886799969,0.08460985441251098,0.4045850455010744,0.20912748840660322,0.04266274767218477,0.08233614157268204,-0.01948299911793776,-6.656445156578303
0.75,permuted,16,domain,127,447.8662043317032,0.006204725385289611,0.3484594224258684,0.017806163317651745,0.0031779567295413353,-0.005716108905660208,0.0024134448585972222,78.55482347436246
0.75,permuted,16,core,517,1797.7172373690837,0.0021808958806059536,0.13217268719753897,0.016500352129078612,0.0010968647239754485,-0.00047159369431229914,0.0021292971210070464,51.244099302604646
0.75,permuted,16,exterior,216,746.6908145359118,0.0023051477162350045,0.023705061965696935,0.09724284710036753,0.0011524662972037755,-0.0006975320219276475,0.0021970787587269115,53.80684211368229
0.75,permuted,17,inner,37,138.47900555973735,0.05793722473582657,0.35289967981351844,0.16417477274686715,0.0304546633119698,0.031048084835346677,0.04891562570535911,28.79779364401161
0.75,permuted,17,domain,127,456.76513773942395,0.014361694776812949,0.3188208893983974,0.04504627913156163,0.007489538208905134,0.007638444568320547,-0.012161925893501846,-28.93431394871136
0.75,permuted,17,core,517,1801.7207101986505,0.004158721068202998,0.132276679742619,0.03143956346874554,0.0020988483472637047,0.004031475205611494,0.0010208665875888216,7.104985454851597
0.75,permuted,17,exterior,216,745.7026141410929,0.004163555746477017,0.030263185690027814,0.13757823743747416,0.002081438714327802,0.004066750148019068,0.0008926027602515416,6.189716539039002
0.75,permuted,18,inner,37,139.88931404913384,0.007711756239539,0.30815401979226187,0.025025655173142907,0.004085959295888852,-0.007708389612173681,-0.00022784618715612849,-89.15346618021307
0.75,permuted,18,domain,127,452.6186156378142,0.019494518604530973,0.30284346720891653,0.06437160023360412,0.010102904810485204,-0.016995122478025877,0.00954997736014614,75.333648326018
0.75,permuted,18,core,517,1801.1304618359468,0.001470516183694049,0.11819745651254757,0.012441182975353978,0.0007417727121990293,0.000423081977505901,-0.0014083392655236898,-36.639551442243224
0.75,permuted,18,exterior,216,745.911930065159,0.001385557407384136,0.02504252308502981,0.055328187286863645,0.0006927095712805674,0.00042570932779921065,-0.0013185374084119844,-36.05327890055534
0.75,permuted,19,inner,37,142.33538863883695,0.07634408693087504,0.3927446887284902,0.1943860454944376,0.04193141647513329,-0.0745665353644962,0.01637838249169746,83.80591285096648
0.75,permuted,19,domain,127,460.5837730305364,0.01414599032699618,0.3395111792095275,0.0416657571038804,0.007450582487343795,-0.005597043209813238,-0.012991618438014297,-56.65366116091009
0.75,permuted,19,core,517,1805.3354961813584,0.0018425309627765878,0.1352579753224806,0.013622346175030681,0.0009327937877826475,-0.0012411531178708685,-0.0013617853306559893,-66.17327353587267
0.75,permuted,19,exterior,216,744.9371089052103,0.001664912534787995,0.03407249447117916,0.04886382874597842,0.000832331717351361,-0.001164159630821507,-0.0011902378344094597,-67.18269803108761
0.75,permuted,20,inner,37,132.14869352178258,0.039221560649160055,0.3586646187768987,0.10935441801567042,0.020764134956983843,-0.035278200967974946,0.017139992888531547,77.04354852040791
0.75,permuted,20,domain,127,458.421697397637,0.007675121019431774,0.33802989970444886,0.022705450098178877,0.004024257124700919,-0.007675020319578502,-3.931611604085479e-05,-89.85324939097794
0.75,permuted,20,core,517,1805.378313358066,0.0029067288433558915,0.13508947828487466,0.021517063210698212,0.0014716439720933103,-0.00266220654906788,0.001166931385685194,78.16530183068045
0.75,permuted,20,exterior,216,744.8644569828475,0.0027517716827106346,0.033533810794974535,0.08205961736752634,0.0013756508211564445,-0.002506414154405349,0.0011358413094991026,77.81060505814257
0.75,permuted,21,inner,37,130.92814593567525,0.05200999667170792,0.31348830391784605,0.16590729549303332,0.02690996902590912,0.039692565705270105,-0.03360862956926219,-20.12768733661214
0.75,permuted,21,domain,127,451.61217035846863,0.0028420016109630786,0.30602642739342584,0.009286784919752756,0.0014624879039999315,-0.0021901661648781627,0.0018111171488723794,70.20579315653839
0.75,permuted,21,core,517,1799.3059927464296,0.004341307287134159,0.1264008324634993,0.03434555930150061,0.002186444999799651,0.003669876009689623,-0.002319258294116617,-16.145866771328215
0.75,permuted,21,exterior,216,746.2799724081287,0.004088477881451558,0.02561522088113476,0.1596112678638919,0.002043995591483375,0.0033502963582489192,-0.002343323643678493,-17.485196399982776
0.75,permuted,22,inner,37,136.97989095083486,0.1284099594033986,0.3740939519435403,0.3432559086728532,0.06854810437012461,-0.05621192909586027,0.11545274661654635,57.980321555324416
0.75,permuted,22,domain,127,452.3933371459909,0.018746978084001883,0.3375153093205034,0.05554408219806058,0.009734986966152997,-0.01847775395931879,-0.003165722018896431,-85.1390618081524
0.75,permuted,22,core,517,1802.1473575020436,0.0039052291904417896,0.13493093333800885,0.028942430722382926,0.0019716304531957425,-0.0035406018864580645,0.0016477115377056238,77.52192823353425
0.75,permuted,22,exterior,216,745.6965957050139,0.003913081037457696,0.03359471695515742,0.11647905957001863,0.001956210586216998,-0.003535904159183482,0.001676181667594522,77.31844514573173
0.75,permuted,23,inner,37,135.76424751727885,0.02327081861626403,0.39393148510333786,0.05907326399706164,0.011934881455360175,-0.0027286717866541015,-0.023110286656633634,-48.36691797533288
0.75,permuted,23,domain,127,448.6968454245711,0.0194397832143547,0.3432550766437539,0.05663363643279838,0.01003094925832675,0.003357115686288445,-0.019147713850221987,-40.02778178351332
0.75,permuted,23,core,517,1798.9469930131195,0.008293601574382192,0.12480155275912524,0.06645431399711316,0.004175764149147203,-0.0014642856751547594,-0.008163313943254378,-50.084612160394244
0.75,permuted,23,exterior,216,746.4284857507541,0.008136315384991604,0.019762842964994164,0.41169761857660986,0.004067920697938995,-0.0014762810549160516,-0.008001263793360835,-50.22692370770227
0.75,permuted,24,inner,37,141.05920988284595,0.010565137695977864,0.3587702330976771,0.02944820032798387,0.0057003614578641695,0.0014056702888394627,0.010471209365400276,41.177120264825454
0.75,permuted,24,domain,127,455.41025323820566,0.007185231080865196,0.335883215546168,0.02139205160692993,0.003771874122441461,-0.003235806680464174,0.006415380020863507,58.382793428988464
