name,param,realization,seed,N,P,nb,sum_W_real,sum_W_imag,gap,area
label_rotated_box,10.5,54,2054,444,211.839177922711,88,-0.5624384216571476,-0.15279459783294078,0.5828234443492416,1538.428132445051
label_box,3,55,2055,36,53.248970082604274,20,0.04734283998541544,-0.0805672231283543,0.0934474287527414,124.91630830210516
label_box,4,55,2055,64,71.60216879906956,28,0.010306618398494116,0.053775305272786636,0.05475408514433943,221.71383871394832
label_box,5,55,2055,100,89.957218907494,36,-0.03393349909476617,-0.06154183345269916,0.0702771629018578,346.5828197304901
label_box,6,55,2055,144,108.14667078945318,44,0.09388315643387513,-0.09365209593952067,0.13260754931697008,498.9345392354963
label_box,7,55,2055,196,127.11012870011989,52,-0.04702529028621294,-0.0171119701670547,0.05004195689120044,679.4471011949353
label_box,8,55,2055,256,145.634970362253,60,0.055945720472440286,0.2357087378826334,0.24225716243984285,887.0678356986834
label_box,9,55,2055,324,163.69198290546663,68,-0.10443028999441584,-0.05771289219609366,0.11931665178823833,1123.2563709708236
label_box,10,55,2055,400,183.05911795370005,76,0.08092176396284634,0.0532125549120494,0.0968499245385689,1386.5292148990302
label_disk,3.5,55,2055,32,48.36697085634786,18,0.16706516546432892,-0.2125576179759972,0.27035441640789515,111.18286097735947
label_disk,4.5,55,2055,60,66.97226115968093,26,0.06234418691549726,-0.05464022433980807,0.08289964872096271,207.90533529922777
label_disk,5.5,55,2055,88,80.90966985621037,32,-0.18650535925095113,0.2532355643241081,0.31450357719408506,304.9709415022778
label_disk,6.5,55,2055,124,99.5142936865819,40,-0.0006677226653137858,-0.04123415539979187,0.04123956140760906,429.9416055403921
label_disk,7.5,55,2055,172,113.20078149022893,46,0.3259212328578913,0.0766998495875992,0.3348246062558249,596.1205238995149
label_disk,8.5,55,2055,216,127.2035374713831,52,-0.19219766217771195,-0.08247208858356044,0.20914489413302093,748.2594393397223
label_disk,9.5,55,2055,276,145.31202067683304,60,0.008522245830075992,-0.24994777997450618,0.2500930254688691,956.194535709535
label_disk,10.5,55,2055,332,158.6549613598348,66,0.26593253529450944,0.22901958742287581,0.3509559584214375,1150.2389758740117
label_rotated_box,3.5,55,2055,48,63.07467339442183,24,0.16070475806054807,-0.13571531540118467,0.2103441610735661,166.37752537233354
label_rotated_box,4.5,55,2055,84,89.99309069434229,36,-0.21922490902082226,-0.05383692348203324,0.22573873186761303,291.17384290106605
label_rotated_box,5.5,55,2055,124,108.53275783176804,44,-0.11860784495334675,-0.21584505322110698,0.24628623161780613,430.0640150391652
label_rotated_box,6.5,55,2055,164,122.40364490574518,50,0.176368895852415,0.21713263061350127,0.27973660236254244,568.0606034327549
label_rotated_box,7.5,55,2055,224,150.1555817917939,62,0.16517464930755832,0.2120453993295367,0.26878600438024586,775.8800299966779
label_rotated_box,8.5,55,2055,288,168.47572634953372,70,-0.4280722515781896,0.16652526740773735,0.45932180141643536,998.0343619388434
label_rotated_box,9.5,55,2055,364,196.45649537534646,82,0.41201010411701144,-0.16721904772175988,0.44465102700374237,1260.7192045643176
label_rotated_box,10.5,55,2055,444,210.51356984217975,88,-0.18921413322316738,-0.0760134776242489,0.2039118363213051,1537.9661507786839
label_box,3,56,2056,36,53.25123996736401,20,0.1746062839007263,-0.05960388131706676,0.18449926028491284,125.12360997617012
label_box,4,56,2056,64,71.92364223099369,28,0.04017567305390202,0.1503799974269816,0.1556541947121022,222.38388630713277
label_box,5,56,2056,100,90.08851051700199,36,-0.04333780729684644,-0.05344280840538088,0.06880624471334594,347.31112219000994
label_box,6,56,2056,144,108.9558863058483,44,0.09297475266536148,0.06631918822820072,0.11420393758725073,499.46961708263285
label_box,7,56,2056,196,127.00308285679351,52,-0.09592817320876801,-0.09334335468482832,0.1338476607154158,679.0609315257879
label_box,8,56,2056,256,145.55811958500433,60,-0.11084102574438104,0.1326949483673261,0.17289789562129979,886.9959396702886
label_box,9,56,2056,324,164.37174854656976,68,0.14700740177260796,0.10826884219477065,0.18257414484567394,1122.8954870717746
label_box,10,56,2056,400,182.46991569805664,76,-0.0072522856929864155,0.03929764554377073,0.03996123863266176,1386.4602402007774
label_disk,3.5,56,2056,32,48.66152715295921,18,0.27181616203029035,-0.08767263968549782,0.28560552811579154,111.14510659124902
label_disk,4.5,56,2056,60,66.65313114851152,26,-0.19908166268339356,0.015355372257863646,0.19967297231714176,208.5326523557078
label_disk,5.5,56,2056,88,81.21173013981866,32,0.08807968316459114,0.17766780006208305,0.19830249056750415,305.7638097219271
label_disk,6.5,56,2056,124,99.23147681895881,40,0.05924452934159152,0.005874403572316431,0.05953505584306731,430.132321033575
label_disk,7.5,56,2056,172,113.2241421730124,46,0.009518863094200913,-0.02696462039351529,0.028595445573946228,596.1157955619212
label_disk,8.5,56,2056,216,127.0151214690645,52,-0.08019223407418474,0.07219390199563482,0.107901593552478,748.5453103796117
label_disk,9.5,56,2056,276,145.5542806448118,60,0.004933435601881975,-0.39379421652893715,0.3938251182421931,956.3575173916612
label_disk,10.5,56,2056,332,158.8512493471376,66,0.06290913242349827,0.3005549263845661,0.30706810761834125,1150.369660974733
label_rotated_box,3.5,56,2056,48,62.44361586951726,24,0.0029551958641338416,0.12323289780279059,0.12326832635948468,166.65196472058204
label_rotated_box,4.5,56,2056,84,89.7845734171378,36,-0.07758112515014925,-0.07121467297511908,0.10531078115044193,291.26096820485174
label_rotated_box,5.5,56,2056,124,108.48175036760456,44,-0.07939572629848657,0.19644048073366566,0.21187860634178682,429.6995804083876
label_rotated_box,6.5,56,2056,164,121.78098681744734,50,0.07556353466487353,-0.3038346222167926,0.3130899637942274,568.2715663443677
label_rotated_box,7.5,56,2056,224,149.4378333748512,62,-0.40582114329436214,-0.19383601641181147,0.44973681370679813,775.9111197410873
label_rotated_box,8.5,56,2056,288,168.93619061385732,70,-0.005489221638882658,0.352958724668293,0.35300140633383975,997.4382428873016
label_rotated_box,9.5,56,2056,364,196.14261201293243,82,0.12093005834229054,-0.12945807195026882,0.1771538071951906,1260.6682229545181
label_rotated_box,10.5,56,2056,444,209.570550431018,88,-0.22007055642473805,0.18903037959724198,0.2901095210705281,1537.5026613992338
label_box,3,57,2057,36,53.01606612314531,20,-0.020088577034147903,0.03655568243018303,0.04171173510168675,124.42439747029931
label_box,4,57,2057,64,71.75277897778055,28,-0.07181481295775027,-0.07040901075155309,0.10057234289390386,221.45298474695343
label_box,5,57,2057,100,90.32061014280013,36,0.011709084865903385,0.01416800986644353,0.01838029303282646,345.8823410692198
label_box,6,57,2057,144,108.52394906157002,44,0.15332000494464726,0.1983514986891483,0.25069970272909753,498.8646603026521
label_box,7,57,2057,196,127.16525747490336,52,-0.08171321491919858,-0.18925667135710064,0.20614348678917976,680.185728671837
label_box,8,57,2057,256,146.026064589485,60,0.030314956784588176,0.03485584668021588,0.04619444395862088,887.2209699100423
label_box,9,57,2057,324,163.77405487441519,68,-0.07414903723480304,-0.07063081945846023,0.10240504079498143,1121.7290178802855
label_box,10,57,2057,400,182.29179128136767,76,0.06184944399769554,0.06967604509334258,0.09316708100328992,1385.1247252139767
label_disk,3.5,57,2057,32,48.51125471124829,18,-0.16004445039150195,0.011848856101164866,0.16048246474934275,110.6212543458522
label_disk,4.5,57,2057,60,67.08762779057156,26,-0.11004427383761017,0.18968448275641464,0.21929419783253615,207.5377396178338
label_disk,5.5,57,2057,88,81.0235629773271,32,0.09745623811386794,-0.27193010589107514,0.28886623346670043,304.4474750541643
