epsilon,psi_rad,delta,leading,ratio,area
0.05,1.1693705988362009,0.0014436856219419492,0.0014433756729740647,1.0002147389440519,0.8653037162064855
0.05,1.1868238913561442,0.0014437749230781834,0.0014433756729740647,1.0002766085861043,0.8653037162809833
0.05,1.2042771838760873,0.0014438730631526906,0.0014433756729740647,1.0003446020242264,0.8653037163628604
0.05,1.2217304763960306,0.0014439789652367077,0.0014433756729740647,1.0004179731402842,0.8653037164512194
0.05,1.239183768915974,0.00144409146747026,0.0014433756729740647,1.0004959169740753,0.8653037165450921
0.05,1.2566370614359172,0.0014442093358615778,0.0014433756729740647,1.000577578591023,0.8653037166434505
0.05,1.2740903539558606,0.0014443312778692151,0.0014433756729740647,1.0006620624921447,0.8653037167452167
0.05,1.2915436464758039,0.0014444559566109143,0.0014433756729740647,1.0007484424582436,0.8653037168492755
0.05,1.3089969389957472,0.0014445820055515551,0.0014433756729740647,1.0008357717260155,0.865303716954487
0.05,1.3264502315156905,0.0014447080434938982,0.0014433756729740647,1.0009230933739435,0.8653037170596987
0.05,1.3439035240356338,0.0014448326897240277,0.0014433756729740647,1.001009450815366,0.8653037171637574
0.05,1.361356816555577,0.001444954579125866,0.0014433756729740647,1.0010938982701212,0.8653037172655235
0.05,1.3788101090755203,0.0014450723771173867,0.0014433756729740647,1.0011755111126586,0.8653037173638818
0.05,1.3962634015954636,0.0014451847942330014,0.0014433756729740647,1.0012533959750125,0.8653037174577548
0.05,1.413716694115407,0.0014452906002021895,0.0014433756729740647,1.0013267005007638,0.8653037175461138
0.05,1.4311699866353502,0.0014453886373646445,0.0014433756729740647,1.0013946226393244,0.8653037176279905
0.05,1.4486232791552935,0.0014454778332893825,0.0014433756729740647,1.001456419388714,0.8653037177024886
0.05,1.4660765716752369,0.0014455572124482097,0.0014433756729740647,1.0015114148831745,0.8653037177687911
0.05,1.4835298641951802,0.0014456259068279008,0.0014433756729740647,1.0015590077455023,0.8653037178261722
0.05,1.5009831567151235,0.0014456831653702682,0.0014433756729740647,1.0015986776273214,0.8653037178740028
0.05,1.5184364492350666,0.0014457283621295382,0.0014433756729740647,1.0016299908606785,0.8653037179117589
0.05,1.53588974175501,0.0014457610030712295,0.0014433756729740647,1.0016526051684451,0.865303717939027
0.05,1.5533430342749532,0.001445780731432564,0.0014433756729740647,1.0016662733781176,0.8653037179555084
0.05,1.5707963267948966,0.0014457873315972813,0.0014433756729740647,1.001670846106369,0.8653037179610223
0.05,1.5882496193148399,0.0014457807314324574,0.0014433756729740647,1.0016662733780437,0.8653037179555084
0.05,1.6057029118347832,0.0014457610030708995,0.0014433756729740647,1.0016526051682164,0.865303717939027
0.05,1.6231562043547265,0.0014457283621297922,0.0014433756729740647,1.0016299908608546,0.8653037179117591
0.05,1.6406094968746698,0.0014456831653702914,0.0014433756729740647,1.0015986776273373,0.8653037178740028
0.05,1.6580627893946132,0.0014456259068278085,0.0014433756729740647,1.0015590077454384,0.8653037178261721
0.05,1.6755160819145565,0.0014455572124481917,0.0014433756729740647,1.001511414883162,0.8653037177687912
0.05,1.6929693744344996,0.0014454778332892906,0.0014433756729740647,1.0014564193886504,0.8653037177024886
0.05,1.710422666954443,0.0014453886373646846,0.0014433756729740647,1.0013946226393522,0.8653037176279907
0.05,1.7278759594743862,0.001445290600201991,0.0014433756729740647,1.001326700500626,0.8653037175461135
0.05,1.7453292519943295,0.0014451847942332705,0.0014433756729740647,1.001253395975199,0.8653037174577545
0.05,1.7627825445142729,0.0014450723771173382,0.0014433756729740647,1.0011755111126248,0.8653037173638819
0.05,1.7802358370342162,0.001444954579126093,0.0014433756729740647,1.0010938982702784,0.8653037172655235
0.05,1.7976891295541595,0.0014448326897240095,0.0014433756729740647,1.0010094508153533,0.8653037171637574
0.05,1.8151424220741028,0.001444708043494076,0.0014433756729740647,1.0009230933740667,0.8653037170596986
0.05,1.8325957145940461,0.0014445820055514504,0.0014433756729740647,1.000835771725943,0.865303716954487
0.05,1.8500490071139892,0.0014444559566110114,0.0014433756729740647,1.0007484424583108,0.8653037168492754
0.05,1.8675022996339325,0.0014443312778691082,0.0014433756729740647,1.0006620624920708,0.8653037167452166
0.05,1.8849555921538759,0.0014442093358615043,0.0014433756729740647,1.000577578590972,0.8653037166434505
0.05,1.9024088846738192,0.001444091467470134,0.0014433756729740647,1.000495916973988,0.8653037165450921
0.05,1.9198621771937625,0.0014439789652365058,0.0014433756729740647,1.0004179731401444,0.8653037164512193
0.05,1.9373154697137058,0.0014438730631529029,0.0014433756729740647,1.0003446020243734,0.8653037163628605
0.05,1.9547687622336491,0.001443774923078396,0.0014433756729740647,1.0002766085862516,0.8653037162809835
0.05,1.9722220547535925,0.0014436856219420611,0.0014433756729740647,1.0002147389441294,0.8653037162064855
0.05,1.9896753472735358,0.001443606139871943,0.0014433756729740647,1.0001596721506352,0.8653037161401829
0.05,2.007128639793479,0.001443537349376689,0.0014433756729740647,1.000112012697492,0.865303716082802
0.05,2.0245819323134224,0.0014434800057164848,0.0014433756729740647,1.000072283844306,0.8653037160349712
0.05,2.0420352248333655,0.001443434738557183,0.0014433756729740647,1.000040921836376,0.8653037159972149
0.05,2.059488517353309,0.0014434020450102376,0.0014433756729740647,1.0000182710826202,0.8653037159699469
0.05,2.076941809873252,0.0014433822841370034,0.0014433756729740647,1.0000045803480428,0.8653037159534656
0.05,2.0943951023931953,0.001443375672974075,0.0014433756729740647,1.000000000000007,0.8653037159479517
0.05,2.111848394913139,0.0014433822841366938,0.0014433756729740647,1.0000045803478284,0.8653037159534656
